,date,title,contents
1147,2020-06-09,아산시시설관리공단-GS리테일 업무협약,［동양일보 서경석 기자］아산시시설관리공단(이사장 김광식)은 최근 GS리테일 편의점사업부(대표 허연수)와 '깨끗한 아산! 올바른 생활쓰레기 배출 캠페인' 업무 협약을 체결했다. 이번 협약을 통해 아산시 관내 GS25...
1148,2020-06-09,"[유통÷나누기 세상＋더하기] 롯데, 인도네시아에 ‘코로나19 진단 키트’ 3만...","[사진제공=GS리테일] ■ GS25, 6·25전쟁 미발굴 전사자 기억 ‘무궁화 배지’ 전달 편의점 GS25는 국민 참여 캠페인 ‘끝까지 찾아야 할 122609 태극기’캠페인에 동참한다. 전국 1만4000여개 편의점을 통해 국민들에게..."
1149,2020-06-10,베일 벗은 대한민국 동행세일···유통가 '기대반 걱정반',"이마트·홈플러스·롯데슈퍼·GS리테일·이마트에브리데이·농협하나로유통·롯데마트 등 7개 유통업체로 구성된 민간협의체다. 백화점은 주요 브랜드 계절마감(시즌오프) 행사, 슈즈 박람회·호텔+바캉스(호캉스)·집..."
1150,2020-06-10,[솔로이코노미 동향] 홈즈스튜디오 가로수길 오픈·GS리테일 반의반 수박 출시...,"(사진=홈즈컴퍼니) 과일도 편리미엄이 대세…GS리테일, '반의반 수박' 출시 과일도 취식 후 별도 보관이 필요없이 편리하게 한번에 즐길 수 있는 상품들이 인기다. GS리테일이 운영하는 GS더프레시(구 GS수퍼마켓)가 5월..."
1151,2020-06-10,"대형마트 ""15년전 가격으로 팝니다""",26일부터 대한민국 동행세일 롯데百 최대 60% 할인행사 아울렛 등 재고면세품 판매 농축수산물 특별할인전 진행 GS리테일 1800여종 1+1행사 이커머스도 `쿠폰` 지원 정부가 26일부터 진행되는 '대한민국 동행세일'에...
1152,2020-06-10,"던킨·스타벅스도 기웃…커피 구독경제, 자리잡을까?",이후 GS25를 운영하는 GS리테일은 지난달부터 선보인 유료 멤버십 '더 팝 플러스'를 통해 변형된 형태의 커피 구독 서비스를 이어가고 있다. '더 팝 플러스 카페25'는 월 이용료 2500원으로 카페25 상품 구매 시 25% 할인을...
1153,2020-06-10,"GS리테일, 베개수박, 반의반수박, 수박도 이제 편리미엄 시대","GS리테일이 운영하는 GS더프레시(구 GS수퍼마켓)가 5월1일~6월8일까지 분석한 22종의 과일 매출을 분석한 자료에 따르면, 간편하게 즐길 수 있도록 가공을 거쳐 포장된 조각 수박의 매출이 전년 대비 55.8% 늘어난 것으로..."
1154,2020-06-10,"""통수박은 저리가라""...'혼밥족'과 '편리미엄' 트렌드 속에 조각 수박 판매량...","GS리테일이 판매하는 속빨간수박과 속노란수박, 베개수박. /GS리테일 제공  1인가구가 늘어나면서 수박 한통을 쪼개 파는 '조각 수박' 판매가 크게 늘고 있다. 10일 GS리테일이 운영하는 GS더프레시가 지난달 1일부터..."
1155,2020-06-10,"GS리테일, 베개수박, 반의반수박, 수박도 이제 편리미엄 시대","GS리테일이 운영하는 GS더프레시(구 GS수퍼마켓)가 5월 1일~6월 8일까지 분석한 22종의 과일 매출을 분석한 자료에 따르면, 간편하게 즐길 수 있도록 가공을 거쳐 포장된 조각 수박의 매출이 전년 대비 55.8% 늘어난 것으로..."
1156,2020-06-10,"유통주 대체로 약세, 호텔신라 이마트 내리고 GS리테일 3%대 올라",BGF리테일 주가는 15만 원에 장을 마쳐 전날보다 0.66%(1천 원) 떨어졌다. 반면 GS리테일 주가는 전날보다 3.4%(1350원) 오른 4만1050원에 거래를 마감했다. [비즈니스포스트 ]
1157,2020-06-10,"수박도 '편리미엄'…GS리테일, 한입에 먹기 좋은 이색 수박 5종 출시",GS리테일은 자사 슈퍼마켓 GS더프레시가 지난달 1일부터 지난 8일까지 과일 22종의 매출을 분석한 결과 조각 수박 매출이 전년 동기 대비 55.8% 증가했다고 10일 밝혔다. 일반 통수박 매출은 같은 기간 2.8% 줄었다. GS리테일...
1158,2020-06-10,장애인 지원 위한 '밀알콘서트 바자회' 11일 진행,"㈜GS리테일이 후원하며, 올레 인터내셔널, 플랫폼, 비타푸즈, 나베S&amp;F, 본트리, 네이처가든, 대한SNS운영자협회, 베스트유, 리체, 피드아이, 주연홈쇼핑, 베이비본죽, 제이파워차미스, 앱소가 물품을 기부했다...."
1159,2020-06-11,1년새 5번 바뀐 유통가 대장주…승자는,"최근 1년 새 국내 증시에서 유통업종의 시총 1위는 롯데쇼핑, 호텔신라, 이마트, GS리테일에서 다시 이마트로 5번이나 바뀌었습니다. 코로나19 사태와 온라인 쇼핑 등 유통 환경의 급격한 변화가 유통주의 판도를 뒤흔든..."
1160,2020-06-11,"GS25, 프리미엄 컵밥 매출, 51.5%↑…전체 매출 견인",GS리테일 운영하는 편의점 GS25은 지난달 1일부터 지난 10일까지 매출 데이터를 분석한 결과 즉석 컵밥 분류의 전체 매출이 전년 같은 기간 대비 36.1% 신장한 것으로 확인됐다고 11일 밝혔다. 즉석 컵밥 분류 내 60종의...
1161,2020-06-11,"GS25, 즉석 컵밥 매출 36.1% 신장","이규혁 GS리테일 일반식품 담당 MD는 ""17~18년 폭발적으로 성장한 즉석 컵밥 시장이 올해 코로나 등의 영향으로 제 2의 도약기를 맞았다""며 ""GS25는 지역 특산물을 활용하거나 유명 전문점과 협업을 확대하는 등..."
1162,2020-06-11,가성비보다 가심비… 편의점에서도 `프리미엄`이 대세,11일 GS리테일에 따르면 5~6월 즉석 컵밥 매출은 전년 동기 대비 36.1% 늘어났다. 이 중 가격대가 3000원대인 중저가 제품의 매출은 16.1% 늘어난 반면 4000원대 프리미엄 제품의 매출은 51.5% 증가했다. 이에 따라 프리미엄급...
1163,2020-06-11,"GS25 ""4천 원대 판매 51.5%↑""",GS리테일이 운영하는 편의점 GS25가 지난달 1일부터 이달 10일까지 매출 동향을 분석한 결과 즉석 컵밥 판매가 작년 같은 기간 대비 36.1% 증가한 것으로 나타났습니다. 특히 상대적으로 비싼 4천 원대의 고급 컵밥...
1164,2020-06-11,GS25 '불고기 브라더스 덮밥' 출시,"이규혁 GS리테일 일반식품 담당 MD는 ""17년~18년 폭발적으로 성장한 즉석 컵밥 시장이 올해 코로나 등의 영향으로 제 2의 도약기를 맞았다""며 ""GS25는 지역 특산물을 활용하거나 유명 전문점과 협업을 확대하는 등..."
1165,2020-06-11,밀키트 주목하는 유통 대기업…코로나·맞벌이에 수요 급증,"11일 관련업계에 따르면 이마트, 홈플러스, GS리테일 등 대형 유통업체들의 밀키트 매출 신장률이 지난해 대비 두 자릿수 이상 늘어난 것으로 나타났다. 지난 5월 기준 이마트 밀키트 판매량은 전년 대비 79.6% 높았고..."
1166,2020-06-11,"[ESF 2020]""1인가구 대세..세탁은 대행, 음식은 배달""","[이데일리 방인권 기자] 한유순 스테이션3(다방) 대표와 조성우 의식주컴퍼니(런드리고) 대표, 김성기 GS리테일 편의점사업부 지원부문 상무(왼쪽부터)가 11일 오후 서울 중구 장충동 서울신라호텔에서 열린 ‘제11회..."
1167,2020-06-11,"GS25X불고기브라더스, 프리미엄 불고기브라더스덮밥 출시",GS리테일 운영하는 편의점 GS25가 5월1일~6월10일까지 매출 데이터를 분석한 결과 즉석 컵밥 분류의 전체 매출이 전년 같은 기간 대비 36.1% 신장한 것으로 확인됐다. 즉석 컵밥 분류 내 60종의 상품 중 판매 가격이...
1168,2020-06-11,베개수박·반의반수박‥GS더프레시 소용량 프리미엄 수박 판매,"편리미엄 소비 늘면서 조각 수박, 블루베리 등 한번에 먹기 편한 과일 매출 증가 GS리테일, 소용량 프리미엄 수박인 ‘베개수박’, 조각 수박인 ‘반의반수박’ 등 선보여 체리, 블루베리 등 즐기기 편한 프리미엄..."
1169,2020-06-12,"GS25, GS THE FRESH, 랄라블라에서 일회용 덴탈 마스크 3종 1+1행사 진행","온도가 올라가는 하절기를 맞아 GS리테일에서 일회용 덴탈마스크 3종에 대해 1+1행사로 고객들에게 알뜰 쇼핑 기회를 제공한다. GS리테일이 운영하는 편의점 GS25, 슈퍼마켓 GS더프레시, 헬스앤뷰티스토어..."
1170,2020-06-12,[마감시황] 코스피 저가대비급등 TOP 100 6월 12일 장마감 시황…두산2우B·두...,"GS리테일 [007070]의 주가는 38,950원으로 -1.89% 하락하고 마감했다. GS리테일의 거래량은 478,660주가 거래됐고, 전일 거래량은 435,172주가 거래됐다. GS리테일의 시가총액은 29,992억원, 매출액은 90,069억원..."
1171,2020-06-12,"유통주 대체로 하락, 신세계 5%대 현대백화점 호텔신라 3%대 내려","BGF리테일 주가는 4.01%(6천 원) 떨어진 14만3500원에, GS리테일 주가는 1.89%(750원) 낮아진 3만8950원에 각각 거래를 끝냈다. GS홈쇼핑 주가는 2.76%(3300원) 내린 11만6400원에 장을 마감했다. 현대홈쇼핑 주가는..."
1172,2020-06-12,[인터뷰] 소상공인 편의점 가맹점주 손광석 점주의 눈물겨운 창업이야기,"그런데 GS25편의점이 GS리테일과 계약만기가 되고, 편의점주 A씨가 더 이상 GS25편의점을 하지 않을거라는 소문도 있고 해서 이마트24 본사 점포개발팀에서 접촉하여 A씨의 GS25편의점 2018~2019년 2년간 매출자료를 확인해..."
1173,2020-06-12,[시황] 6월 12일 11시 46분 코스피 저가대비급등 TOP 100 현재 시황…한화솔루...,"GS리테일의 주가는 38,750원으로 -2.39% 하락중이다. GS리테일의 거래량은 303,561주가 거래됐고, 전일 거래량은 435,172주가 거래됐다. GS리테일의 시가총액은 29,838억원, 매출액은 90,069억원, 영업이익은 2,388억원..."
1174,2020-06-12,'가성비라고요?'...프리미엄급으로 진화하는 편의점 도시락들,"12일 GS리테일이 운영하는 편의점 GS25가 지난달 1일부터 이달 10일까지 매출 데이터를 분석한 결과, 4000원대 프리미엄 상품이 즉석 컵밥 분류의 전체 매출을 끌어 올리고 있는 것으로 나타났다. 이 기간 즉석 컵밥..."
1175,2020-06-12,[Who Is ?] 허윤홍 GS건설 신사업부문 대표 사장,"엔씨타스는 GS그룹의 파르나스호텔, 피앤에쓰, GS리테일, GS네오텍, GS건설 등 계열사의 빌딩 관리를 통해 매출을 냈기 때문에 일감 몰아주기라는 의혹이 제기됐다. 이 때문에 GS그룹은 엔씨타스를 2018년 4월24일..."
1176,2020-06-12,"편의점 즉석 컵밥도 눈길…GS25 ""'프리미엄 컵밥' 매출 51% 신장""",GS리테일 운영하는 편의점 GS25가 5월 1일부터 6월 10일까지 매출 데이터를 분석한 결과 즉석 컵밥 분류의 전체 매출이 전년 같은 기간 대비 36.1% 신장한 것으로 확인됐다. 즉석 컵밥 분류 내 60종의 상품 중 판매...
1177,2020-06-12,"GS리테일, -5.16% VI 발동","GS리테일(007070)이 VI가 발동했다. 전일 대비 5.16% 하락한 37,650원에 거래되고 있다. GS리테일 연관 테마GS리테일(007070), BGF리테일(282330), 롯데지주(004990), 이마트(139480) GS리테일의 최근 1주일간..."
1178,2020-06-12,"GS리테일 주식 매수의견 유지, “경기둔화로 퇴직자 가맹수요 늘 듯”",GS리테일 주식 매수의견이 유지됐다. 코로나19의 장기화에 따라 근거리 쇼핑이 확산되고 있고 경기둔화에 따른 실업률 상승으로 퇴직자들의 가맹수요가 늘어날 것으로 예상돼 수혜를 입을 것으로 전망됐다. 허연수...
1179,2020-06-15,"민-관-민으로 이어지는 태극기 캠페인, 힙하네","GS리테일도 자사 편의점 GS25와 온라인 앱 '더 팝'과 '나만의 냉장고'의 이벤트 페이지를 통해 오늘(15일)부터 배지를 증정한다. 의미 있는 캠페인에 시민 호응도 뜨겁다. 국가보훈처에 따르면, NH농협은행에서 증정하는..."
1180,2020-06-15,"카페24, GS리테일과 온라인 뷰티 브랜드 지원",전자상거래 플랫폼 카페24는 GS리테일 랄라블라와 ‘온라인 뷰티 브랜드 지원 및 활성화’를 위한 업무협약(MOU)을 체결했다고 15일 밝혔다. 랄라블라는 GS리테일 헬스앤뷰티스토어(H&amp;B) 브랜드다. 양사는 MOU를 통해...
1181,2020-06-15,"카페24·GS리테일, 온라인 뷰티 브랜드 성장 지원 MOU",카페24와 랄라블라 매장을 갖춘 GS리테일(007070)이 손잡고 온라인 뷰티 브랜드의 성장을 지원한다. 15일 카페24는 GS리테일(랄라블라)와 “온라인 뷰티 브랜드 지원 및 활성화‘에 관한 업무 협약(MOU)을 체결했다고...
1182,2020-06-15,"케이뱅크, 영업 정상화 차질…유상증자 7월로 또 연기","현재 우리은행과 KT 등 케이뱅크 주요 주주들은 유상증자를 추진 중이다. 케이뱅크의 주요 주주는 우리은행, KT, NH투자증권, 케이로스 유한회사, 한화생명, GS리테일, KG이니시스, 다날 등으로 구성돼 있다. jhchul37@"
1183,2020-06-15,6·25 호국영웅 추모 ‘태극기 배지’ 조기 마감,"배지는 미발굴 전사자 수만큼 제작됐으며, 각 배지에는 전사자를 상징하는 고유번호가 부여됐다.이번 캠페인에 기부 동참한 GS리테일은 이날 오전 ‘더 팝’ 앱을 통해 6만2,570개 배지를 선착순 무료 증정을 시작한..."
1184,2020-06-15,"""와인, GS샵에서 주문하고 GS25에서 찾아가세요""",GS리테일은 GS25가 15일 오전 11시부터 19일까지 GS샵의 모바일 앱을 통해 와인을 주문하고 GS25에서 결제·수령할 수 있는 서비스를 시범 운영한다고 밝혔다. 고객이 GS샵 모바일 앱의 ‘GS혜택’ 코너에 접속해 와인을...
1185,2020-06-15,또 미뤄진 케이뱅크 정상화…유상증자 7월로 연기,"케이뱅크의 주요 주주는 우리은행, KT, NH투자증권, 케이로스 유한회사, 한화생명, GS리테일, KG이니시스, 다날 등이다.한편 케이뱅크는 당초 KT를 최대주주로 대주주 적격성 심사를 거쳐 유상증자를 추진하기로..."
1186,2020-06-15,"GS25-GS샵, 와인 결제 수령 서비스 시범 운영","4월부터 주류의 스마트 오더(온라인 채널을 통해 주문, 결제하고 상품은 매장에서 수령)가 허용되면서 온·오프라인의 유통 채널을 보유한 GS리테일과 GS샵이 계열사 간 시너지 확대를 위해 손 잡은 것. 고객이 GS샵..."
1187,2020-06-15,"""배지 멋지다"" '122609 태극기' 신청 폭주... 조기 마감될듯","기쁨의 눈물을 흘리는 얼굴"" ""너무 슬프다 10시 반부터 지금까지 한 번도 눌러지는 시늉을 안해요...대신 신청버튼 눌러주실 수 있으신 분ㅠㅠㅠㅠㅠ"" ▲  GS리테일 앱 접속자 폭주에 따른 ‘웹 복구 중’ 공지 사진..."
1188,2020-06-15,"[식품업계, 간편식이 미래다] 프레시지, 밀키트 시장 국내 1위 '70% 점유'......","한편 국내 밀키트 시장에는 한국야쿠르트(잇츠온)가 가장 먼저 진출했고, 동원F&amp;B(더반찬), CJ제일제당(쿡킷), 이마트(피코크), 롯데마트(요리하다), GS리테일(심플리쿡), 현대백화점(셰프박스) 등이 시장에 진출해..."
1189,2020-06-16,[뭐라노]롯데마트 금정점 폐업 위기…매각 가능성에 무게,롯데그룹이 GS리테일의 GS마트를 합병하며 롯데마트로 상호를 변경해 운영해와 △ 민주노총 서비스연맹 마트산업노동조합 롯데마트지부1.대형마트에는 직영뿐만 아니라 협력업체까지 2.한 점포당 300~500명의 노동자들이...
1190,2020-06-16,"강추위서 피난민 400명 구한 '숨은 영웅', 70년만에 무공훈장",6·25전쟁 국군 전사자 12만 2609명의 호국영웅을 기억하기 위해 제작된 태극기 배지가 온라인 판매를 시작한 지 하루 만에 완판됐다.GS리테일이 운영하는 편의점 GS25에 따르면 지난 15일부터 ‘더 팝’ 앱과 GS25 144개...
1191,2020-06-16,"GS25, 태극기 배지 인기 행진",GS25가 집계한 결과에 의하면 GS리테일 전용 앱 ‘더 팝’을 통해 태극기배지를 선착순으로 전달하기 시작한 지난 15일 오전 10시30분 직후 ‘더 팝’ 앱의순간 최대 접속자가 50만명을 돌파 한 것으로 나타났다....
1192,2020-06-16,"GS리테일, 소용량 프리미엄 수박인 ‘베개수박’, 조각 수박인 ‘반의반수박’...","GS리테일이 운영하는 GS더프레시(구 GS수퍼마켓)가 5월1일~6월8일까지 분석한 22종의 과일 매출을 분석한 자료에 따르면, 간편하게 즐길 수 있도록 가공을 거쳐 포장된 조각 수박의 매출이 전년 대비 55.8% 늘어난 것으로..."
1193,2020-06-16,122609 태극기 캠페인 신청 폭주,16일 6·25전쟁70주년사업추진위원회에 따르면 전날 캠페인에 동참한 GS리테일이 ‘더 팝’ 앱을 통해 진행한 배지 6만2570개 무료 증정 이벤트는 시작 30분 만에 접속자 폭주 사태를 겪기도 했다. 지난 9일 이벤트를 먼저...
1194,2020-06-16,"조각 수박, 소과종 과일 등 부담없이 먹기 좋은 '작은 과일' 인기",들기 편하도록 1입 박스에 개별 포장됐고 GS리테일이 밀양시와 독점 계약해 선보이는 상품이다. 2종 모두 가격은 1만900원이다. 베개수박도 길쭉한 베개 모양을 한 4~5㎏ 내외의 소형 수박이다. 함안 지역의 특산물로...
1195,2020-06-16,[체험기] GS25-BOX25로 샐러드 주문해 본 1일 편샐족,"GS25 관계자는 ""GS25가 편의점의 최대 장점인 다양한 편의 서비스를 선보이고 있다""면서 ""연내 BOX25를 서울, 수도권을 중심으로 800여개 점포까지 서비스 범위를 확대하고, GS리테일의 온라인 장보기몰인 GS프레시를..."
1196,2020-06-16,"유통주 강세, 현대홈쇼핑 6%대 이마트 4%대 현대백화점 3%대 올라","GS홈쇼핑 주가는 3.78%(4100원) 오른 11만2600원에 장을 마감했다. BGF리테일 주가는 3.66%(5천 원) 상승한 14만1500원에, GS리테일 주가는 3.6%(1350원) 오른 3만8800원에 각각 거래를 마쳤다. [비즈니스포스트 ]"
1197,2020-06-16,GS25 태극기 배지 온라인 물량 6만 2570개 하루 만에 전량 소진,GS리테일이 운영하는 편의점 GS25가 지난 15일(어제)부터 ‘더 팝’ 앱과 GS25 144개 점포를 통해 선착순으로 전달하는 9만개의 태극기 배지 중 온라인 물량 6만 2570개가 하루 만에 전량 소진됐다. GS25가 전개하는...
1198,2020-06-16,"GS25-GS샵, 주류 스마트 오더 시너지 확대 위해 손 잡았다","4월부터 주류의 스마트 오더(온라인 채널을 통해 주문, 결제하고 상품은 매장에서 수령)가 허용되면서 온·오프라인의 유통 채널을 보유한 GS리테일과 GS샵이 계열사 간 시너지 확대를 위해 손 잡은 것. 고객이 GS샵..."
1199,2020-06-17,"GS25 ""편의점 야간 배달서비스 인기 있네""","GS리테일이 운영하는 편의점 GS25는 지난 8일부터 전국 27개 점포에서 편의점 배달 서비스를 24시간 운영하고 있다. 기존 편의점 배달 서비스는 오전 11시부터 23시까지 운영을 하고 있었지만, 파트너사 요기요가..."
1200,2020-06-17,다양한 과일 한 번에 맛볼 수 있는 '조각 과일' 인기,"GS리테일이 운영하는 슈퍼마켓 GS더프레시에 따르면 지난달 1일부터 지난 8일까지 전체 과일 매출 중 '조각수박' 매출은 전년 대비 55.8% 늘어난 반면, 일반 통수박 매출은 2.8% 감소했다. 또 세척된 체리, 블루베리..."
1201,2020-06-17,"허태수, GS그룹 임원에게 “디지털역량 키워 코로나19 뒤 대비해야”","임병용 GS건설 대표이사 부회장, 허연수 GS리테일 대표이사 부회장, 홍순기 GS 대표이사 사장 등 GS그룹의 임원 30여명이 이날 포럼에 참석했다. 허 회장은 코로나19의 확산으로 정치·사회·경제적 충격과 변화가 뉴노멀..."
1202,2020-06-17,"허태수 GS 회장 ""디지털 전환 주목…혁신해야 생존 가능""","포럼에는 허 회장을 비롯해 임병용 GS건설 부회장, 허연수 GS리테일 부회장, 홍순기 ㈜GS 사장 등 계열사 고위임원 30여명이 참석했다. 이들은 신종 코로나바이러스 감염증(코로나19)의 전개 방향을 살피고, 위기 극복을..."
1203,2020-06-17,"GS25, 24시간 운영 배달점포 주간 배달점포 대비 주문금액 217% 높아","GS리테일이 운영하는 편의점 GS25는 지난 8일부터 전국 27개 점포에서 편의점 배달 서비스를 24시간 운영하고 있다. 기존 편의점 배달 서비스는 오전 11시부터 23시까지 운영을 하고 있었지만, 파트너사 요기요가..."
1204,2020-06-17,[솔로이코노미 동향] GS25 야간 배달서비스 인기·롯데제과 월간 과자 론칭 外,"(사진=GS리테일) 한국야쿠르트, '반려동물 영양간식' 라인업 확대…펫푸드 시장 공략 한국야쿠르트가 유산균을 더한 반려동물 영양간식 '잇츠온펫츠 펫쿠르트'를 출시하며 펫푸드 시장을 본격 공략한다고 6월 17일..."
1205,2020-06-17,"허태수 회장 ""디지털 혁신이 변화 대응할 유일한 수단""","이번 포럼에서는 허 회장을 비롯해 임병용 GS건설 부회장, 허연수 GS리테일 부회장, 홍순기 (주)GS 사장 등 계열사 최고경영자(CEO)와 부사장 등 고위 임원진 30여 명이 참석한 가운데 코로나19 위기 극복 방안과 그룹 사업..."
1206,2020-06-17,"""디지털 혁신으로 포스트 코로나 대비""","허 회장 취임 후 두 번째로 열린 이날 포럼에는 임병용 GS건설 부회장과 허연수 GS리테일 부회장, 홍순기 ㈜GS 사장 등 계열사 최고경영자(CEO) 및 부사장 등 고위 임원 30여명이 참석했다. 허 회장을 비롯한 참석자들은..."
1207,2020-06-17,"허태수 GS 회장 ""코로나19 위기극복 위해 일하는 방식 바꿔라""",""" 허태수 GS 회장이 17일 서울 종로구 GS남촌리더십 센터에서 임병용 GS건설 부회장, 허연수 GS리테일 부회장, 홍순기 ㈜GS 사장 등 계열사 CEO 및 부사장 등 고위 임원 30여명이 참석한 가운데 열린 GS임원 포럼에서 이같이..."
1208,2020-06-17,"허태수의 GS, 일하는 방식부터 바꾼다","회의엔 임병용 GS건설 부회장, 허연수 GS리테일 부회장, 홍순기 (주)GS 사장 등 계열사 최고경영자(CEO) 및 부사장 등 고위 임원 30여 명이 참석했다. 코로나19로 참석하지 못한 경영진은 온라인으로 회의에 동참했다. 허..."
1209,2020-06-18,"카페24-GS리테일, 온라인 뷰티 브랜드 성장 지원 MOU",랄라블라 온라인몰 및 전국 140여개 오프라인 매장 입점 지원 온-오프라인 기업 협력 시너지로 뷰티 브랜드 성장 기대 카페24와 GS리테일(랄라블라)이 손잡고 온라인 뷰티 브랜드의 성장을 지원한다. 글로벌 전자상거래...
1210,2020-06-18,이마트가 밀키트 상품을 대대적으로 할인하는 행사를 실시한다,"2024년까지는 약 7000억원 규모로 성장할 것으로 보고 있다.이마트 외에 유통업체 밀키트 브랜드로는 현대백화점 ‘셰프박스’, GS리테일 ‘심플리쿡’, 롯데마트 ‘요리하다’ 등이 있다. 식품 제조사 중에서는..."
1211,2020-06-18,"'랄라블라', H&B시장 '포화'에 온라인 강세 '이중고'","GS리테일에서 야심차게 선보였던 H&amp;B(헬스앤뷰티) 스토어 '랄라블라(lalavla)'가 시장에서 맥을 못추고 있다. H&amp;B시장은 현재 온라인 업체와의 경쟁은 물론 코로나19 사태 등으로 인해 다소 주춤한 상태이지만, 지난..."
1212,2020-06-18,GS25에서 만난 지창욱·김유정…‘편의점 샛별이’ 제작 지원,"주연배우 김유정과 지창욱이 GS리테일 본사에 방문해 상품진열이나 발주, 고객응대 등 GS25의 경영주와 동일한 교육과 실습을 직접 받으며 현실감을 더했다. 현대인의 실생활 속 깊이 자리 잡은 편의점이라는 공간이..."
1213,2020-06-18,'수제 맥주' 편의점 맥주시장 점령할까?,"GS리테일 관계자는 ""혼맥족(혼자 집에서 맥주를 즐기는 사람)이 늘어남에 따라 맥주 한 잔을 마셔도 프리미엄급으로 즐기려는 트렌드가 확대됐다""고 분석했다. 여기에 올 상반기 정부에서 발표한 '주류 규제 개편..."
1214,2020-06-18,"유통주 등락 갈려, 호텔신라 현대백화점 떨어지고 신세계 올라","편의점 운영업체 주가는 모두 내렸다. BGF리테일 주가는 1.06%(1500원) 떨어진 13만9500원에, GS리테일 주가는 0.38%(150원) 하락한 3만8850원에 각각 장을 마쳤다. [비즈니스포스트 ]"
1215,2020-06-18,"뭘해도 욕먹던 PPL, 이제는 예능·드라마 주축으로",[서울=뉴스핌] 양진영 기자 =[사진=GS리테일] 2020.06.18 jyyang@newspim.com SBS에서 방영을 앞둔 새 드라마 '편의점 샛별이'도 PPL을 효율적으로 써먹는 모범 사례가 될 것으로 보인다. 드라마의 배경이 편의점인 덕에 이미...
1216,2020-06-18,"GS25, SBS 금토드라마 ‘편의점 샛별이’ 제작지원 나서",GS리테일이 운영하는 편의점 GS25가 이달 19일(내일) 오후 10시에 첫 방송을 시작하는 SBS 금토드라마 ‘편의점 샛별이’의 제작지원에 나섰다. 총 16부작으로 기획된 편의점 샛별이는 톡톡 튀는 발랄한 정샛별(김유정 분)...
1217,2020-06-18,"지창욱·김유정, ‘편의점샛별이’에서 GS25 점장·직원으로 호흡",GS리테일이 운영하는 편의점 GS25가 이달 19일(내일) 오후 10시에 첫 방송을 시작하는 SBS 금토드라마 ‘편의점 샛별이’의 제작지원에 나섰다. 18일 GS리테일에 따르면 총 16부작으로 기획된 편의점 샛별이는 톡톡 튀는...
1218,2020-06-18,"GS25, SBS드라마 '편의점 샛별이' 제작지원 나서","주연배우 김유정과 지창욱이 GS리테일 본사에 방문해 상품진열이나 발주, 고객응대 등 GS25의 경영주와 동일한 교육과 실습을 직접 받으며 현실감을 더했다. '편의점샛별이'에 등장하는 배우 지창욱 &lt;사진=GS25&gt; GS25는..."
1219,2020-06-19,"주류 스마트 오더 시행에 GS25, GS샵과 손 잡았다.","GS샵 모바일 앱 통해 25종 와인 예약 후 GS25에서 결제, 수령 가능 주류 스마트 오더 도입으로 GS리테일, GS샵과 손잡고 계열사 간 시너지 확대 나서 오프라인 소매 플랫폼 GS25가 온라인 강자 GS샵과 손 잡고 와인..."
1220,2020-06-19,[비즈피플] 조윤성 GS리테일 사장 ‘덕분에 챌린지’ 참여외 2건,▲ 조윤성 GS리테일 사장 ‘덕분에 챌린지’ 참여 조윤성 GS리테일 사장이 코로나19와 싸우는 의료진에게 감사와 응원 메시지를 전하기 위해 '덕분에 챌린지'를 펼쳤다고 밝혔다. 이베이코리아 지목으로 이번 릴레이...
1221,2020-06-19,"[OBS 비즈투데이] KT, 독거노인·아이 위한 돌봄로봇 개발 外","GS리테일 임직원들이 어제 코로나19 치료와 확산 방지를 위해 헌신 중인 의료진을 응원하는 '#덕분에 챌린지'에 동참했습니다. 이들은 GS25 인스타그램에 덕분에 챌린지 사진을 올리고, 다음 참여자로 BC카드와..."
1222,2020-06-19,[솔로이코노미] 야식·안주 배달도 편의점으로 '뚝딱'...'심야 홈술족' 노린 ...,(사진=GS리테일) 배달 서비스를 새벽 시간대까지 확대한 GS25의 배달 매출이 증가했다. 특히 야식과 심야에 간식을 즐기는 소비자들이 늘어나고 있는 추세다. GS리테일이 운영하는 편의점 GS25이 24시간 배달 서비스를...
1223,2020-06-19,GS25 임직원도 함께 '#덕분에챌린지'! 의료진 위한 릴레이 응원 실시,GS리테일 전 임직원이 대한민국 의료진을 진심으로 존경하는 마음을 담아 덕분에챌린지를 이어갔다. GS25가 이달 18일(어제) GS25 파르나스타워점에서 조윤성 GS리테일 사장을 비롯한 임직원 20명이 참석한 가운데...
1224,2020-06-19,"[김윤섭의 유통브리핑]롯데·신라, 다음주부터 재고 면세품 본격 판매 外","◆ GS25 임직원, SNS 통해 '덕분에챌린지' 동참 GS25는 18일GS25 파르나스타워점에서 조윤성 GS리테일 사장을 비롯한 임직원 20명이 참석한 가운데 ‘덕분에챌린지’ 캠페인에 동참했다고 19일 밝혔다. 이베이코리아의..."
1225,2020-06-19,"유통주 대부분 강세, 신세계 호텔신라 1%대 GS홈쇼핑 3%대 올라",BGF리테일 주가는 14만 원에 거래를 끝내 전날보다 0.36%(500원) 상승했다. 반면 GS리테일 주가는 전날보다 0.9%(350원) 하락한 3만8500원에 장을 마쳤다. [비즈니스포스트 ]
