,date,title,contents
0,2020-01-01,경자년 유통업계 '쥐띠 CEO' 행보 관심,"김형종 현대백화점 사장, 장재영 신세계인터내셔날 사장, 이동우 롯데하이마트 사장이 1960년생 동갑이다. 현대백화점그룹은 2020년1월1일 사장단 인사를 통해 김형종 한섬 대표이사(사장)를 백화점 대표이사(사장)로..."
1,2020-01-01,"[정해균의 Zoom-人] 한 눈에 보는 쥐띠 CEO ""올해 주인공은 나야 나""","이동우 롯데하이마트 사장, 조경수 롯데푸드 대표, 이관순 한미약품 부회장, 성석제 제일약품 대표, 엄기안 휴온스 대표, 안재만 국제약품 대표, 박필준 화일약품 대표, 이대훈 NH농협은행장, 이동빈 Sh수협은행장..."
2,2020-01-01,4차 산업혁명 코앞… '디지털 혁신' 속도 내는 재계,"올해 상반기에는 롯데백화점, 롯데마트, 롯데하이마트, 롯데홈쇼핑, 롭스, 롯데프레시, 롯데닷컴 등의 통합 온라인몰인 '롯데ON'이 출범할 예정이다. 두산그룹은 4차 산업혁명 시대를 맞이해 5G 기기 소재, 무인 운반차..."
3,2020-01-01,경자년 '쥐띠' CEO 200여명…절반 이상 '1960년생',"이원희 현대차 사장과 이건용 현대로템 사장, 이동우 롯데하이마트 사장, 조경수 롯데푸드 사장, 하만덕 미래에셋생명 부회장, 장재영 신세계인터내셔날 사장, 여승주 한화생명 사장, 김형종 현대백화점 사장..."
4,2020-01-01,[비상(飛上) 2020] 경자년 유통/식음료 '쥐띠' CEO 행보 주목,'장수 CEO'란 타이틀를 갖고 있는 롯데하이마트의 이동우 대표는 올해 온라인의 위협에 대응키 위한 전략으로 '프리미엄 가전 및 자체 브랜드제품 매출 활성화'를 내세운다는 방침이다. '옴니스토어'도 강화한다....
5,2020-01-01,"""올해 주인공은 나야 나""…경자년 이끌 쥐띠 유통 인사는?","CJ그룹 총수인 이재현 회장을 비롯해 채형석 애경그룹 총괄부회장, 김형종 현대백화점 사장, 장재영 신세계인터내셔날 사장, 이동우 롯데하이마트 사장, 조경수 롯데푸드 대표, 허인철 오리온그룹 부회장 등이..."
6,2020-01-01,쥐띠 올해 승전보 울릴까?,"◇60년생 이재현-정현식, 경자년 ‘위기돌파’ 원년 유통 분야에서는 이재현 CJ그룹 회장을 비롯해 김형준 현대백화점 대표, 이동우 롯데하이마트 대표, 조경수 롯데푸드 대표, 정현식 해마로푸드 대표 등이 60년생..."
7,2020-01-01,"[2020 유통 키워드] '고군분투' 유통 수장, 경영능력 검증 한 해","롯데쇼핑은 특히, 롯데백화점·롯데마트·롯데슈퍼·롯데홈쇼핑·롯데하이마트·롭스·롯데닷컴 등 7개 사업부문의 온라인몰을 통합하는 ‘롯데ON’을 2020년 상반기 중 선보일 예정이다. ‘롯데ON’은 3800만명의 멤버스..."
8,2020-01-01,[표](30일기준) 코스피 공매도 특징주 Top 25 (전일 장마감 한국거래소 기준),"▲ (22위) 롯데하이마트 공매도 비중 : 18.54% (30일 장마감기준(주가), 공매도거래대금/총거래대금=351백만원/1894백만원), 롯데하이마트 공매도 거래대금 증가율 : 1.8(배). 직전40일 공매도 비중 평균 :8.72..."
9,2020-01-01,"공룡 유통사, 온라인몰 역량 강화 `올인`",롯데는 1월 국내 가전 유통매장 중 최대인 7260㎡(약 2000평) 규모로 문을 여는 롯데하이마트 잠실점을 시작으로 다양한 가전제품을 직접 체험할 수 있는 초대형 메가스토어를 연내 잇달아 오픈한다. 현대백화점그룹은...
10,2020-01-02,"롯데하이마트, ‘mom편한 하이드림’ 사회공헌 프로젝트 확대",롯데하이마트는 여성과 아동을 대상으로 하는 사회공헌활동인 ’mom편한 하이드림(Hi Dream)’을 확대 운영한다고 2일 밝혔다. mom편한 하이드림은 여성과 아동이 꿈을 이루는 데 도움이 되는 가전제품을 지원하는...
11,2020-01-02,"롯데하이마트, '맘편한 하이드림' 연 4회→6회 운영",롯데하이마트가 여성과 아동에게 가전제품을 지원하는 사회공헌활동 '맘(mom) 편한 하이드림(Hi Dream)'을 기존 연 4회에서 연 6회로 확대 운영합니다. 롯데하이마트는 이번달 31일까지 롯데 CSV 홈페이지에서 사연을 공개...
12,2020-01-02,유통가 쥐띠 CEO ‘이재현·채형석·정지선·정유경’…2020년 과제는?,이외에 2015년부터 롯데하이마트를 이끌고 있는 이동우 대표 역시 1960년생이다. 지난해 실적 악화에도 그간의 경영능력을 인정받아 다시 한 번 자리를 지켰다. 온라인 채널 공세에 시달리고 있는 롯데하이마트는 지난해...
13,2020-01-02,"유통업종 매출 회복 움직임, 백화점·면세점 개선 기대-유진證",자회사 롯데하이마트도 매출 부진과 판관비 증가로 전년 동기 대비 영업이익 감소가 예상된다. 다만 지난해 4분기 일회성 기저(청두HK 및 점포 구조조정 비용 총 914억원)가 존재했던 만큼 전년 동기 대비 영업이익이 큰...
14,2020-01-02,"[가전오늘] 권봉석 LG전자 ""디지털 전환 가속화해 변화 통한 성장 도모""…전자...","롯데하이마트, 'mom편한 하이드림' 사회공헌 프로젝트 확대 시행 롯데하이마트는 여성과 아동을 대상으로 하는 사회공헌활동인 'mom편한 하이드림'(Hi Dream)을 확대 운영한다고 2일 밝혔다. mom편한 하이드림(Hi Dream)은..."
15,2020-01-02,"롯데하이마트, ‘mom편한 하이드림(Hi Dream)’ 사회공헌 프로젝트 확대 시행",롯데하이마트(대표 이동우)가 여성과 아동을 대상으로 하는 사회공헌활동인 ’mom편한 하이드림(Hi Dream)’을 확대 운영한다. mom편한 하이드림(Hi Dream)’은 여성과 아동이 꿈을 이루는 데 도움이 되는 가전제품을...
16,2020-01-02,"롯데하이마트, 맘편한 하이드림 사회공헌 프로젝트 확대",롯데하이마트가 여성과 아동을 대상으로 하는 사회공헌활동인 '맘(mom)편한 하이드림(Hi Dream)'을 확대 운영한다고 2일 밝혔다. mom편한 하이드림은 여성과 아동이 꿈을 이루는 데 도움이 되는 가전제품을 지원하는...
17,2020-01-02,"롯데하이마트, 사회공헌 '맘편한 하이드림' 확대 운영","롯데하이마트, 사회공헌 '맘편한 하이드림' 확대 운영 롯데하이마트가 여성과 아동을 대상으로 하는 사회공헌활동인 ’맘편한 하이드림’을 확대 운영한다고 2일 밝혔다. 맘편한 하이드림은 여성과 아동이 꿈을 이루는..."
18,2020-01-02,"하이마트, 여성·아동 가전제품 지원 'mom편한 하이드림' 확대",포쓰저널 성은숙 [포쓰저널=] 롯데하이마트(대표 이동우)가 여성과 아동을 대상으로 하는 사회공헌활동인 ’mom편한 하이드림(Hi Dream)’을 확대 운영한다고 2일 밝혔다. mom편한 하이드림은 여성과 아동이 꿈을 이루는...
19,2020-01-02,"롯데하이마트, 'mom편한 하이드림' 프로젝트 확대","롯데하이마트, 'mom편한 하이드림' 프로젝트 확대 롯데하이마트가 여성과 아동을 대상으로 하는 사회공헌활동인 'mom편한 하이드림(Hi Dream)'을 확대 운영한다. mom편한 하이드림은 여성과 아동이 꿈을 이루는 데 도움이..."
20,2020-01-03,"'다리미계 샤넬' 로라스타, 롯데하이마트 메가스토어 브랜드관 오픈",999% 제거하는 의류관리기를 선보이며 필수가전 반열에 오른 스위스 프리미엄 다리미 브랜드 로라스타가 롯데하이마트 메가스토어에 입성했다. 초대형 프리미엄 매장인 롯데하이마트 메가스토어는 기존에 집중했던 상품...
21,2020-01-03,"사운드캣, 잠실 롯데하이마트 메가스토어에 브랜드관 오픈",▲ 사운드캣 잠실 메가스토어 입점©사운드캣 프리미엄 음향기기 전문업체 사운드캣이 롯데하이마트 잠실점 메가스토어에 입점한다. 사운드캣 잠실 메가스토어점은 음향기기 전문 멀티 브랜드샵이다. 정식 오픈을...
22,2020-01-03,"[CSR NOW] 롯데하이마트·유진그룹·IBK연금보험, “뜻 깊은 새해맞이”",의미있는 발걸음으로 세상에 온기를 전하고 있는 기업들의 모습을 뷰어스가 조명합니다-편집자주롯데하이마트가 여성과 아동을 대상으로 하는 사회공헌활동인 ’mom편한 하이드림’을 확대 운영한다.■ 유진그룹...
23,2020-01-03,"롯데하이마트, 'mom편한 하이드림' 사회공헌 프로젝트 확대 시행",롯데하이마트가 여성과 아동을 대상으로 하는 사회공헌활동인 'mom편한 하이드림(Hi Dream)'을 확대 운영한다. [사진 롯데하이마트] ［뉴시안=이석구 기자] 롯데하이마트가 여성과 아동을 대상으로 하는 사회공헌활동인...
24,2020-01-03,"롯데하이마트, 가전 최대 50% 할인",롯데하이마트가 2020년 창립 20주년을 맞아 전국 460여개 롯데하이마트 매장과 롯데하이마트온라인쇼핑몰에서 다양한 행사와 이벤트를 준비했다. 오프라인 매장에서는 1월 31일까지 1000억원 규모로 ‘2020...
25,2020-01-03,1월 3일 롯데하이마트 오늘증시 30500원 -0.33%,"●3일 롯데하이마트 종목 현황3일 현재 오전 11시 54분 롯데하이마트(071840) 주가가 전일대비 -0.33% 변동된 30,500원에 장중 가격을 형성했다.롯데하이마트 등락률 변동치를 살펴보자면,5영업일전 가격은 31..."
26,2020-01-03,"로라스타 스팀다리미, 롯데하이마트 메가스토어에 브랜드관 오픈","스위스 '로라스타' 스팀다리미, 롯데하이마트 메가스토어에 브랜드관 오픈 스위스 프리미엄 다리미 브랜드 '로라스타'는 롯데하이마트 잠실점 초대형 프리미엄 매장인 메가스토어에 출점했다고 3일 밝혔다...."
27,2020-01-03,"스위스 스팀다리미 로라스타, 롯데하이마트 메가스토어에 브랜드관 오픈",다리미계의 ‘샤넬’로 불리는 스위스 프리미엄 다리미 브랜드 ‘로라스타’가 롯데하이마트 잠실점 초대형 프리미엄 매장인 메가스토어에 출점했다고 3일 밝혔다. 롯데하이마트 메가스토어는 기존에 집중했던 상품...
28,2020-01-03,"로라스타, 롯데하이마트 메가스토어에 브랜드관 오픈",스위스 프리미엄 다리미 브랜드 '로라스타'는 롯데하이마트 잠실점 초대형 프리미엄 매장인 메가스토어에 입점했다고 3일 밝혔다. 롯데하이마트 메가스토어는 기존에 집중했던 상품 진열 및 판매와는 달리 다양한...
29,2020-01-03,"롯데하이마트, ‘mom편한 하이드림(Hi Dream)’ 사회공헌 프로젝트…2회 늘려...",롯데하이마트(대표 이동우)가 여성과 아동을 대상으로 하는 사회공헌 활동인 ‘mom편한 하이드림(Hi Dream)’을 확대 운영한다고 3일 밝혔다. ‘mom편한 하이드림(Hi Dream)’은 여성과 아동이 꿈을 이루는 데 도움이 되는...
30,2020-01-06,"일바, 메가스토어 입점",일바는 6일 롯데 하이마트 초대형 프리미엄 매장인 메가스토어에 입점했다고 밝혔다.롯데 하이마트 메가스토어는 기존 잠실점을 2배 확장해 리뉴얼 오픈한 7260㎡(약 2200평) 규모의 초대형 가전 유통매장이다. 다양한...
31,2020-01-06,"덴마크 가구브랜드 일바, 롯데하이마트 메가스토어 입점",덴마크 홈퍼니싱 브랜드 일바(ILVA)가 롯데 하이마트 초대형 프리미엄 매장인 메가스토어에 입점했다. 롯데 하이마트 메가스토어는 기존 잠실점을 2배 확장해 리뉴얼 오픈한 7260㎡(약 2200평) 규모의 초대형 가전...
32,2020-01-06,"덴마크가구브랜드 일바, 롯데 하이마트 메가스토어 잠실점내 브랜드관 오픈",덴마크 홈퍼니싱 브랜드 ‘일바’는 롯데 하이마트 초대형 프리미엄 매장인 메가스토어에 입점했다고 6일 밝혔다. 롯데 하이마트 메가스토어는 기존 잠실점을 2배 확장해 리뉴얼 오픈한 7260㎡(약 2200평) 규모의 초대형...
33,2020-01-06,"덴마크가구브랜드 일바, 롯데하이마트 메가스토어에 브랜드관 오픈",덴마크 홈퍼니싱 브랜드 ‘일바(ILVA)’는 롯데하이마트 초대형 프리미엄 매장인 메가스토어에 입점했다고 6일 밝혔다. 롯데하이마트 메가스토어는 기존 잠실점을 2배 확장해 리뉴얼 오픈한 7260㎡(약 2200평) 규모의 초대형...
34,2020-01-06,"덴마크 가구 브랜드 일바, 롯데 하이마트 잠실점에 브랜드관 오픈",덴마크 홈퍼니싱 브랜드 일바는 롯데 하이마트 초대형 프리미엄 매장인 메가스토어에 입점했다고 6일 밝혔다. 롯데 하이마트 메가스토어는 기존 잠실점을 2배 확장해 리뉴얼한 7260㎡(약2200평)규모의 초대형 가전...
35,2020-01-06,"덴마크가구브랜드 일바, 하이마트 메가스토어 잠실점 브랜드관 오픈","일바 메가스토어 입점 사진.(사진제공=일바,오피피엘) 덴마크 넘버원 홈퍼니싱 브랜드 '일바(ILVA)'가 롯데 하이마트 프리미엄 매장 메가스토어에 입점했다. 롯데 하이마트 메가스토어는 기존 잠실점을 2배 확장해 리뉴얼..."
36,2020-01-06,1월 6일 롯데하이마트주식시황 -2.80% 변동,"▲생활주가정보 롯데하이마트 흐름▲롯데하이마트 지난 한달간 흐름 ●종목 그래프 분석 11시59분기준 차트의 흐름은 단기적으로 하락 하며, 전일대비 -850만큼 하락한 모습을 나타내주고 있다. 이..."
37,2020-01-06,경자년 유통街 쥐띠 2세 오너 '이재현·정지선·정유경' 경쟁 예고,"허인철 오리온 부회장을 비롯, 김형종 현대백화점 사장, 이동우 롯데하이마트 사장, 조경수 롯데푸드 대표 등이 대표적인 인물이다. 허인철 오리온그룹 부회장은 2015년 오리온에 합류해 오너 일가 경영 공백을 메우며..."
38,2020-01-06,"롯데하이마트, 어디서도 볼 수 없는 스타트업 제품 선보인다",스타트업·중소 제조사의 제품을 전시하는 전용 코너 ‘메이커스랩 바이 하이마트’(사진=롯데하이마트)[이데일리 함지현 기자]롯데하이마트가 스타트업·중소 제조사의 제품을 전시하는 전용 코너 ‘메이커스랩 바이...
39,2020-01-07,"롯데하이마트, '메가스토어' 잠실점 오픈… 차별화된 라이프스타일 선도","사진=롯데하이마트 롯데하이마트(대표 이동우)가 오는 9일 서울 송파구 잠실동에 '메가스토어' 잠실점을 오픈한다고 밝혔다. 전체 면적 7,431m²(약 2,248평)로 국내 최대 규모다. 기존에 있던 롯데하이마트 잠실점을 대폭..."
40,2020-01-07,"[현장에서] 메가스토어 잠실점, IT 강조한 최대 가전매장 특장점은?","롯데하이마트가 만반의 준비를 마친 ‘메가스토어’ 잠실점이 오는 9일 공식 오픈하게 된다. 이에 앞서 프레스투어를 진행했는데, 기존 전자매장들과의 차이점을 알아봤다. 7일 롯데하이마트는 서울 송파구 잠실동에..."
41,2020-01-07,"가전양판업계, 체험형 매장으로 생존 도모",이곳은 롯데하이마트가 오는 9일 서울 송파구 잠실동에 오픈하는 프리미엄 전자제품 체험 매장 ‘롯데하이마트 메가스토어’입니다.메가스토어에서는 단순 상품 구매를 넘어 각종 체험이 가능합니다. 70평 규모의 e...
42,2020-01-07,신동빈 회장 ‘깜짝 방문’… 최대 가전매장 ‘메가스토어’ 선택,신동빈 롯데그룹 회장이 새해 첫 현장 경영지로 국내 최대 가전매장인 서울 잠실 롯데하이마트 '메가스토어'를 선택했다. 메가스토어는 '거인 롯데'에 어울리는 거대 가전 매장이다. 전체 면적 7431㎡(약 2248평)로 축구장과...
43,2020-01-07,"신동빈, 해외출장 마치고 7일 새해 첫 출근해 임원들과 정기회의 열어",이후 신 회장은 9일 개장을 앞둔 메가스토어 잠실점을 방문해 이동우 롯데하이마트 대표이사 사장의 설명을 듣고 매장을 꼼꼼히 살펴본 것으로 전해졌다. [비즈니스포스트 ]
44,2020-01-07,온라인 맞서…유통사 ‘다양한 경험 판매’ 초거대 마트 승부수,"롯데하이마트는 오는 9일 서울 송파구 잠실동에 체험형 가전유통매장인 ‘메가스토어’를 연다고 7일 밝혔다. 1층과 2층을 합치면 국내 가전매장 중 최대 규모(7431㎡, 약 2248평)로 서울월드컵경기장(7140㎡)과 비슷한..."
45,2020-01-07,"이동우 롯데하이마트 변신 절박함, 고객 체류시간 잡아야 가전도 판다",&lt;롯데하이마트&gt; 이동우 롯데하이마트 대표이사 사장이 롯데하이마트 오프라인 점포에 체험형 콘텐츠를 강화하는데 힘을 쏟는다. 롯데하이마트는 '메가스토어'를 오프라인 점포를 강화하는 핵심으로 삼고 상권에 따라...
46,2020-01-07,신동빈도 놀러온 잠실 롯데하이마트…VR요트부터 프리미엄 오디오 체험형 공간...,"신동빈 롯데 회장이 새로 단장한 롯데하이마트 메가스토어 잠실점 오픈을 앞두고 매장을 깜짝 방문했습니다. 신동빈 회장은 매장을 꼼꼼히 둘러보며 ""재미있다""는 소감을 남겼는데요. 온라인으로 떠나는 고객들을 붙잡기..."
47,2020-01-07,2000여평에 레저·휴식 공간… `메가 스토어` 연 롯데하이마트,잠실동에 국내 최대 매장 개장 라이프스타일로 온라인몰 대항 온라인몰의 공세에 힘겨워하던 롯데하이마트가 2020년 새해를 맞아 반격 카드를 꺼내들었다. 오프라인 매장의 장점을 살린 '메가 스토어'를 앞세워 온...
48,2020-01-07,"신동빈 회장, 새해 첫 행보로 '메가스토어' 찾은 이유는",신동빈 롯데그룹 회장이 새해 첫 경영 행보로 계열사인 롯데하이마트가 새롭게 선보이는 '메가스토어' 잠실점을 찾아 주목 받고 있다. 신 회장은 7일 오후 12시 40분쯤 '메가스토어' 잠실점에 예고 없이 방문해 이동우...
49,2020-01-08,이동우 롯데하이마트 대표 '메가스토어' 승부수,"""매장을 찾은 고객들이 하루 종일 쉬며 놀 수 있는 공간이 될 것."" 이동우 롯데하이마트 대표가 메가스토어 잠실점에 대해 이 같이 자신했다. 7일 롯데하이마트는 서울 송파구 잠실동 롯데월드 웰빙센터에서..."
50,2020-01-08,[기획]이상기온 현상에 겨울 소비시장 얼어붙어,롯데하이마트는 계절 가전의 매출 감소 등 여파로 실적이 부진한 것으로 알려졌다. 옥션이 조사한 11월 23일~12월 22일까지 레저 생활 용품 판매량에 따르면 겨울철 대표적인 레저 스포츠인 스키와 보드의 장비...
51,2020-01-08,"[주식인사이드] 코스피 주가정보 - 아이에스동서, 현대홈쇼핑, 태영건설 외 (...","79% 하락한 80,200원, ▲애경산업(018250) 전일과 동일한 30,700원, ▲롯데하이마트(071840) 전일 대비 -4.98% 하락한 28,600원에 장마감됐다. 오후 4시 18분 현재 코스피 지수는 어제보다 24.23포인트(-1.1..."
52,2020-01-08,제주산 '도렐커피'…블루보틀 만큼 입소문 솔솔~,육지 4호점은 송파구 잠실 롯데하이마트 내에 입점했다. 육지1호점은 2017년 3호선 신사역 인근 가로수길에 터를 잡았으나 지난해 2월 28일을 끝으로 영업을 임시 종료하고 매장 이전을 언급한 상태다. 이와 관련 커피업계...
53,2020-01-08,TV 사러 갔다가 요트체험·휴식·문화 강연까지… 오프라인 매장 ‘크게 더 크...,유통업계 ‘초대형 매장 전쟁’ 롯데하이마트 메가스토어 1호점 총 7431㎡ 국내 최대 규모 매장 한 공간서 원스톱으로 가능하게 e스포츠 경기장·1인 미디어존도 삼성·LG 가전매장도 확장 오픈 신세계百 초대형 강남점...
54,2020-01-08,롯데하이마트 메가스토어 잠실점 문 열어,"롯데하이마트가 9일 서울 송파구 잠실동에 '메가스토어' 잠실점을 개장했습니다. 축구장 보다 조금 넒은 2,248평으로 국내 최대 규모인데, 기존에 있던 롯데하이마트 잠실점을 대폭 확장 리뉴얼했습니다. 우주여행이나..."
55,2020-01-08,"로지텍, 롯데하이마트 잠실점에 ‘로지텍 G 브랜드 존’ 오픈",개인용 주변기기 전문기업 로지텍 코리아가 서울 송파구 하이마트 메가스토어 잠실점에 ‘로지텍 G 브랜드... 하이마트 메가스토어에 브랜드 존을 오픈하는 것은 이번이 처음이다. 하이마트를 방문하는 고객들이...
56,2020-01-08,[하이마트 메가스토어 잠실점 가보니] 축구장보다 큰 가전 매장…유튜버·VR요...,“재미있습니다” 지난 7일 롯데하이마트 메가스토어 잠실점을 찾은 신동빈 롯데그룹 회장은 매장을 둘러보며 이 같이 말했다. 신 회장의 짧은 언급처럼 직접 가본 메가스토어는 기존 전자제품 매장과 확연히 달랐다....
57,2020-01-08,롯데하이마트주식추천주 8일 현재 29050원,"●8일 롯데하이마트 종목 현황8일 현재 오전 11시 15분 롯데하이마트(071840) 주가가 전일대비 -3.49% 변동된 29,050원에 거래되며 투자자들의 이목을 집중시키고 있다. 롯데하이마트 등락률 변동수치를..."
58,2020-01-08,"롯데하이마트, 8일 -3.82%변동…증권그래프 외 증시동향..","▲생활주가정보 롯데하이마트 흐름▲롯데하이마트 지난 한달간 흐름 ●주식종목차트분석 10시41분기준 차트의 흐름은 단기적으로 하락 하며, 전일대비 -1150만큼 하락한 모습을 나타내주고 있다. 이..."
59,2020-01-09,"슈피겐코리아, 하이마트 메가스토어 잠실점 브랜드관 오픈",모바일 유틸리티 전문기업 슈피겐코리아가 국내 최대 규모의 가전 유통매장인 롯데 하이마트 메가스토어 잠실점 브랜드관에 입점한다. 슈피겐코리아 브랜드관은 직영점만큼 큰 규모로 선보이는 오프라인 매장이다....
60,2020-01-09,"""만지고 작동시켜보세요""… 체험형 매장 띄우는 양판 공룡","실적 우울 전자랜드·롯데하이마트 프리미엄매장으로 온라인몰 맞대응 ""휴게공간 만들어 체류시간 늘리고 쇼룸은 보는 즐거움까지 선사"" [디지털타임스 김아름 기자] 지난해 최악의 부진을 겪은 가전 양판점들이 '체험형..."
61,2020-01-09,"슈피겐코리아, 하이마트 메가스토어 잠실점 브랜드관 오픈",슈피겐코리아가 국내 최대 규모의 가전 유통 매장인 ‘롯데 하이마트 메가스토어 잠실점 브랜드관’에 입점한다고 9일 밝혔다. 슈피겐코리아 브랜드관은 직영점만큼 큰 규모로 선보이는 오프라인 매장이다. 매장에서 직접...
62,2020-01-09,"'겨울답지 않은 겨울', 소비패턴을 바꿔놓다",지난여름 예년보다 덥지 않은 날씨로 에어컨 판매가 부진하면서 실적이 악화됐던 롯데하이마트는 이번 겨울에도 역시 한파가 사라지면서 난방가전 판매가 부진한 상황이다. 롯데하이마트는 지난여름 에어컨 판매가...
63,2020-01-09,"슈피겐코리아, 하이마트 메가스토어 잠실점 브랜드관 오픈","모바일 유틸리티 전문기업 슈피겐코리아(192440, 대표 김대영)가 국내 최대 규모의 가전 유통 매장인 ‘롯데 하이마트 메가스토어 잠실점 브랜드관’에 입점한다. 슈피겐코리아 브랜드관은 직영점만큼 큰 규모로 선보이는..."
64,2020-01-09,[여의도에서]일자리 창출 막는 규제,"""올해 11개 점포를 폐점하고, 32개 점포를 통폐합할 예정입니다."" 지난 7일 열린 롯데하이마트 메가스토어 잠실점 오픈 간담회에서 이동우 롯데하이마트 대표가 밝힌 올해 매장 운영계획이다. 롯데하이마트를 비롯해 국내..."
65,2020-01-09,"바이타믹스, 롯데하이마트 '메가스토어' 잠실점 입점...지금 바로 체험도 하고...","블렌더 제조 전문 기업 바이타믹스가 9일부터 롯데하이마트 잠실점의 초대형 프리미엄 매장 '메가스토어'에 브랜드관을 공식 입점, 이를 기념해 제품 시연 및 할인 프로모션 등 다양한 이벤트를 실시한다. 9일..."
66,2020-01-09,"'아름다운웨딩&혼수박람회', 경남지역 대규모 진주웨딩박람회 롯데하이마트 진...",롯데하이마트 진주도동점에서 최대 규모의 진주웨딩박람회 '아름다운웨딩&amp;혼수박람회'가 1월 18일~19일 양일간 개최된다. 대규모로 진행되는 진주결혼박람회에서는 결혼 부담을 느끼는 예비부부들에게 최다 혜택을 제공할...
67,2020-01-09,"슈피겐코리아, 하이마트 메가스토어 잠실점 브랜드관 오픈",슈피겐코리아는 국내 최대 규모의 가전 유통 매장인 '롯데 하이마트 메가스토어 잠실점 브랜드관'에 입점한다고 9일 밝혔다. 슈피겐코리아 브랜드관은 직영점만큼 큰 규모로 선보이는 오프라인 매장이다. 매장에서 직접...
68,2020-01-09,"앱코, 하이마트 잠실점 입점…1만원 구매행사도 진행",이번에 오픈한 롯데하이마트 메가스토어 잠실점은 앱코 제품을 직접 타건하거나 체험해볼 수 있는 앱코존 형태로 입점이 되어 더욱 눈길을 끈다. 이로써 하이마트 내 단순 입점이 아닌 앱코존 운영을...
69,2020-01-10,"[CEO풍향계] ""옛 관행 폐기"" 이재용…""상속세 부당"" 조남호·정호","전문경영인 이동우 롯데하이마트 대표가 실적 부진에서 벗어나기 위한 특단의 전략을 내놨습니다. 이 대표는 과거 갑질 논란으로 위기를 겪기도 했지만, 신동빈 회장의 두터운 신임을 받고 있죠. 당장 실적을 끌어올리는..."
70,2020-01-10,"[사람이 답이다] “유통·물류, 이제 승부는 ‘편리미엄’”","이후에는 위메프, 롯데하이마트, 이마트 등 대기업 파트너들과 협업했고 그를 감당한 역량을 인정받아 롯데액셀러레이터 등 다수의 투자자들로부터도 투자를 받았다. ‘편리미엄’의 가치 구현 현재 나우픽은 거점..."
71,2020-01-10,"[주식인사이드] 코스피 주가정보 - 아이에스동서, 현대홈쇼핑, 태영건설 외 (...","99% 상승한 82,600원, ▲애경산업(018250) 전일과 동일한 31,450원, ▲롯데하이마트(071840) 전일 대비 -0.7% 하락한 28,500원에 장마감됐다. 오후 4시 14분 현재 코스피 지수는 어제보다 19.94포인트(+0.87..."
72,2020-01-10,52주 신저가 - 코스피,"오늘 코스피 시장에서 신저가를 기록한 종목은 한국가스공사(036460), 쌍용양회(003410), 롯데하이마트(071840), 롯데푸드(002270), E1(017940)등이다. ※ 주가 등락률: 당일 종가 기준 등락률"
73,2020-01-10,52주 신저가 - 코스피,"오후 01시 11분 현재 코스피 시장에서 신저가를 기록한 종목은 한국가스공사(036460), 쌍용양회(003410), 롯데하이마트(071840), 롯데푸드(002270), E1(017940)등이다. ※ 주가 등락률: 오후 01시 11분 기준..."
74,2020-01-10,오늘의 런치 & 뉴스,축구장보다 큰 국내 최대 규모의 전자 제품 매장인 '롯데하이마트 메가스토어'를 개점한 것입니다. 전체 면적이 7431㎡(약 2248평)로 입점한 브랜드만도 1400개 가깝다고 합니다. 롯데는 이 곳에 놀이공원이나 복합쇼핑몰...
75,2020-01-10,"데일리 증권 롯데하이마트( 071840 ) , 오후 12시 34분 기준 및 종목동정과 증...","10일 오후 12시 34분 기준 롯데하이마트(071840) 주가가 전일대비 -0.17% 변동된 28,650원에 거래되고 있다. 코스피 상장기업 롯데하이마트의 오늘 시가는 28,650원이고, 고가는 28800원, 저가는 28350원이다...."
76,2020-01-10,"1월 10일 롯데하이마트 주식시세현황 28,650원 -0.17%","●10일 롯데하이마트 주가 현황10일 현재 오전 11시 35분 롯데하이마트(071840) 주가가 전일대비 -0.17% 변동된 28,650원에 거래중이다.롯데하이마트 등락률 변동가를 보면 현재 롯데하이마트의 거래수량 및..."
77,2020-01-10,[ER 동영상] 축구장보다 큰 체험매장 '메가스토어',"롯데 하이마트가 지난 9일 서울 송파구에 자리한 잠실점을 2배로 확장, 오프라인 매장으로는 국내 최대 규모의 '메가 스토어'로 리뉴얼 오픈했다. '롯데 하이마트 메가스토어'는 기존의 가전제품 전문점의 틀을 깨고..."
78,2020-01-10,바이타믹스 / 롯데하이마트 프리미엄 체험 매장 ‘메가스토어’에 브랜드관 입...,"블렌더 제조 전문 기업 바이타믹스는 금일부터 롯데하이마트 잠실점의 초대형 프리미엄 매장 ‘메가스토어’에 브랜드관을 공식 입점, 이를 기념해 제품 시연 및 할인 프로모션 등 다양한 이벤트를 실시한다. 9일..."
79,2020-01-13,"롯데하이마트 온라인쇼핑몰, '어메이징 10데이즈' 이벤트 진행",사진=롯데하이마트 롯데하이마트(대표 이동우)가 13일부터 22일까지 롯데하이마트온라인쇼핑몰에서 '어메이징 10데이즈(AMAZING 10 DAYS)'를 진행한다. 한 달 중 최대 혜택을 선보이는 '어메이징 10데이즈'를...
80,2020-01-13,"롯데하이마트 메가스토어, 오픈 첫 주 '인산인해'",사진=롯데하이마트 롯데하이마트(대표 이동우) 메가스토어 잠실점이 매장을 방문한 고객들로 인산인해를 이루고 있다. 롯데하이마트에 따르면 지난 9일 오픈 후 맞이한 첫 주말(1월 11일 토요일 ~ 1월 12일 일요일)...
