,date,title,contents,label,sentiment, ,Unnamed: 6
1621,2020-09-04,"현대백화점, 친환경 '그린프렌즈관' 열어","이와 함께 현대홈쇼핑이 운영하는 종합인터넷쇼핑몰인 현대H몰에서도 '친환경 상품전'을 연다. 행사에선 가죽을 재활용해 가방 등을 만드는 업사이클링 브랜드 '얼킨', 친환경 면 직물을 활용한 에코백 브랜드 '러브참...",1,1.0,323.0,
1622,2020-09-04,올해 으뜸효율가전 환급사업 신청 마감…217만 건에 2839억 원 접수,이투데이=세종=노승길 기자 | 롯데하이마트 대치점에서 고객이 제품의 에너지효율등급을 확인하고 있다. (사진제공=롯데하이마트) 산업통상자원부는 2020년도 으뜸효율 가전제품 구매 비용 환급사업을 시행한 결과...,1,1.0,,
1623,2020-09-08,[단독] '롯데백화점' 전직원 대상 특별격려금 지급...최대 45만원,또한 롯데는 이례적인 8월 인사를 통해 신동빈 회장의 오른팔이라 불리던 황각규 부회장을 퇴진시키고 롯데 하이마트 사장이던 이동우사장을 전면에 내세우는 등 파격적인 인사혁신을 단행해 새판 짜기에 나섰다....,3,1.0,,
1624,2020-09-08,"기업 소비자 가치 중시하는 '친환경 마케팅' 확대…""브랜드 인지도 제고""","현대홈쇼핑은 비닐 사용량을 줄이기 위해 접착제를 사용하지 않은 100% 종이 소재의 친환경 배송 박스 핑거박스를 도입했다. 핑거박스는 일체의 접착제 사용 없이 밀봉할 수 있는 100% 종이 소재의 박스로, 종이접기...",1,1.0,329.0,
1625,2020-09-08,"코로나 비상에도 '친환경 경영' ing...유통업계, 일회용품 줄이기 ‘사활’","현대홈쇼핑은 지난 2월부터 접착제를 사용하지 않는 100% 종이 소재 친환경 배송박스를, NS홈쇼핑도 냉장ㆍ냉동 상품 포장에 친환경 종이 아이스팩을 도입한 바 있다. 편의점 CU는 일부 샌드위치와 김밥 용기를 생분해되는...",1,1.0,328.0,
1626,2020-09-08,대기업 상생체감도 2년 연속 하락,"현대제철, 현대홈쇼핑, 호반건설, 호텔신라, 화신, 효성중공업, CJ오쇼핑, CJ올리브영, GS홈쇼핑, KCC, LG하우시스, LS일렉트릭, SK실트론, SPC삼립 △양호(67개사) 가온전선, 경신, 고려아연, 금호석유화학, 남양유업...",2,0.0,327.0,
1627,2020-09-08,"LG생활건강, 동반성장지수 6년 연속 '최우수' 선정",LG생활건강이 8일 동반성장위원회가 발표한 '2019 동반성장지수'에서 6년 연속 최고 등급인 '최우수'를 획득했다고 밝혔다. 지난해 처음 동반성장지수 평가에 편입된 더페이스샵은 '최우수' 등급을 받았다. 동반성장지수는...,2,1.0,,
1628,2020-09-08,"[OBS 비즈투데이] 한샘, 창립 50주년…""스마트홈 기업 도약"" 外","동반성장위원회가 발표한 '2019 동반성장지수'에서 LG생활건강이 업계 최초로 6년 연속 '최우수 등급'을 획득했습니다. LG생활건강은 그동안 제조 혁신과 경영시스템 인증, 기술 보호 등 3개 분야에서 '혁신파트너십...",2,1.0,,
1629,2020-09-08,"LG생활건강, 동반성장지수 6년 연속 '최우수' 선정",지난해 12월 서울에서 열린 하반기 협력회사 최고경영자 아카데미에서 LG생활건강 임직원과 협력회사 대표들이 상생을 다짐하고 있다. [사진=LG생활건강] ?LG생활건강은?8일?동반성장위원회가?발표한?'2019...,2,1.0,,
1630,2020-09-08,지난해 중소기업과 상생 잘한 '동반성장 최우수' 대기업 35곳 어디일까?,"20개사는 기아자동차, 농심, 대상, 더페이스샵, 삼성디스플레이, 삼성물산(건설부문), 삼성전자, 포스코, 현대자동차, CJ제일제당, GS리테일(GS25) 등이다. 지난 2012년 동반성장지수 첫 공표 이후 연속으로 최우수 등급을...",2,1.0,,
1631,2020-09-08,현대자동차 등 35개사 동반성장지수 최우수,"최우수 등급 기업은 현대모비스, 현대자동차, LG화학, SK종합화학, SK주식회사, LG생활건강 등이다. 우수 등급 기업은 롯데케미칼, 현대미포조선, 현대제철 KCC, LG하우시스 등이며 양호 등급은 고려아연, 금호석유화학...",2,1.0,,
1632,2020-09-08,"GS25, 유통업계 최초 동반성장지수 ‘최우수’ 등급 획득",GS리테일이 운영하는 편의점 GS25가 동반성장위원회(이하 동반위)가 8일 발표한 2019년 동반성장지수 평가에서 유통업계 최초로 ‘최우수’ 등급을 받았다고 밝혔다. 동반성장지수는 대·중소기업간 동반성장 촉진을...,2,1.0,,
1633,2020-09-08,"GS25, 유통업계 최초 동반성장지수 ‘최우수’ 등급",편의점 GS25를 운영하는 GS리테일은 동반성장위원회(이하 동반위)가 8일 발표한 2019년 동반성장지수 평가에서 유통업계 최초로 ‘최우수’ 등급을 받았다고 밝혔다. 동반성장지수는 대·중소기업간 동반성장 촉진을...,2,1.0,,
1634,2020-09-08,"더페이스샵, 가맹업종 최초 동반성장지수 '최우수' 평가",8일 공정위에 따르면 LG생활건강 '더페이스샵'과 GS그룹 'GS리테일'이 동반성장지수 평가에서 가맹업종 최초로 최우수 평가를 받았다. 동반성장위원회(동반위)는 이날 '2019년도 동반성장지수 평가 결과'를 발표했다....,2,1.0,,
1635,2020-09-08,GS25 동반성장 `최우수`…유통업계 처음으로 획득,GS리테일이 편의점 GS25가 동반성장위원회(이하 동반위)가 발표한 2019년 동반성장지수 평가에서 유통업계 최초로 '최우수' 등급을 받았다고 9일 밝혔다. 동반성장지수는 대·중소기업 간 동반성장 촉진을 목적으로...,2,1.0,,
1636,2020-09-08,"LG화학, 5년 연속 '동반성장지수 최우수'",(건설부문) △삼성전자 △삼성SDS △세메스 △유한킴벌리 △제일기획 △포스코 △풀무원식품 △현대건설 △현대모비스 △현대엔지니어링 △현대자동차 △현대트랜시스 △CJ제일제당 △GS리테일(GS25) △KT...,2,1.0,,
1637,2020-09-09,"GS리테일, 동반성장 '최우수' 에 몽골 1호점 진출까지 ‘겹경사’",GS리테일이 지난 8일 가맹업종 처음으로 동반성장위원회(이하 동반위) 종합평가에서 동반성장지수 '최우수' 등급을 받은데 이어 9일 몽골 기업 숀콜라이 그룹과 몽골 제 1호 GS편의점 개점을 위한 계약 체결하면서...,2,1.0,,
1638,2020-09-09,"""우리몰에 입점하세요""… 중소기업 제품 팔아주는 홈쇼핑",1사1명품은 CJ오쇼핑의 대표적인 중소기업 지원 프로그램이다.한편 현대홈쇼핑은 지난 5월 동반성장위원회와 상생협력을 체결하고 중소기업 판로지원에 뛰어들었다. 이에 따라 현대홈쇼핑은 중소 협력사 지원을 위해...,2,1.0,330.0,
1639,2020-09-09,"LG그룹 사장단, 22일 코로나 위기극복 경영 워크숍","LG 사장단 워크숍에는 구광모 회장을 비롯해 권영수 LG 부회장, 권봉석 LG전자 사장, 정호영 LG디스플레이 사장, 신학철 LG화학 부회장, 하현회 LG유플러스 부회장, 차석용 LG생활건강 부회장 등 주요 계열사 최고경영진...",3,,,
1640,2020-09-09,LG 사장단 22일 워크숍…코로나에 온라인으로,"LG 사장단 워크숍에는 구광모 회장을 비롯해 권영수 LG 부회장, 권봉석 LG전자 사장, 정호영 LG디스플레이 사장, 신학철 LG화학 부회장, 하현회 LG유플러스 부회장, 차석용 LG생활건강 부회장 등 주요 계열사 최고경영진...",3,,,
1641,2020-09-09,"구광모 LG 회장, 취임 후 두 번째 사장단 워크숍 22일 개최","워크숍에는 구 회장과 권영수 ㈜LG 부회장, 신학철 LG화학 부회장, 하현회 LG유플러스 부회장, 차석용 LG생활건강 부회장, 권봉석 LG전자 사장 등 주요 계열사 최고경영진(CEO)과 사업본부장 등 30여명이 참석한다....",3,,,
1642,2020-09-09,[이미영 청주시 회계과 주무관] 택배 상자에 붙은 테이프 잘 떼시나요,"온라인 유통회사 참여업체는 이베이코리아, 쿠팡, 인터파크, 11번가, 예스24, 롯데 하이마트, 컬리, 지에스(GS) 홈쇼핑, 씨제이 이엔엠(CJ ENM) 오쇼핑, 롯데홈쇼핑, 현대홈쇼핑, 케이(K) 쇼핑, 공영홈쇼핑 등이다. 이번 협약의...",1,1.0,331.0,
1643,2020-09-10,"GS리테일, 네이버와 함께 농·수·축가 산지 직송 상품 판매 나서","GS프레시몰에서 판매하는 네이버푸드 명예의 전당 상품 2종 출시 [사진=GS리테일] GS리테일이 운영하는 온라인몰 GS프레시몰이 '김의준고구마1kg', '양중열양배추즙30포' 2종 상품을 시작으로 네이버와 함께 농·수·축가...",2,1.0,,
1644,2020-09-10,"GS프레시몰, 네이버와 손잡고 우수 농·수·축가 판로 확대한다",사진 = GS리테일 GS리테일이 운영하는 온라인몰 GS프레시몰이 네이버와 함께 농·수·축가 살리기에 나선다. GS프레시몰이 9월 10일부터 네이버 쇼핑 푸드윈도 내 명예의 전당(이하 명예의 전당)에 오른 우수 농·수·축가...,2,1.0,,
1645,2020-09-10,"GS프레시몰, 네이버와 손잡고 우수 농·수·축가 판로 확대",GS리테일이 운영하는 온라인몰 GS프레시몰이 네이버와 함께 농·수·축가 살리기에 나선다. GS프레시몰은 10일부터 네이버 쇼핑 푸드윈도 내 '명예의 전당'에 오른 우수 농·수·축가 생산자들의 산지 직송 상품을...,2,1.0,,
1646,2020-09-10,"GS프레시몰, 네이버와 손잡고 우수 농·수·축가 판로 확대",GS리테일이 운영하는 온라인몰 GS프레시몰이 네이버와 함께 농·수·축가 살리기에 나선다. GS프레시몰이 이달 10일부터 네이버 쇼핑 푸드윈도 내 명예의 전당(이하 명예의 전당)에 오른 우수 농·수·축가 생산자들의...,2,1.0,,
1647,2020-09-10,잇단 구조조정에 줄퇴사…코로나發 '실업 한파' 본격화,"아르바이트 비 벌어서 (학자금 대출) 갚고 있던 상황인데 그것도 이제 못갚게 되고"" 롯데쇼핑, GS리테일, 이마트, 호텔 신라등 유통업체 8곳은 올해 상반기 3200명이 넘는 임직원을 줄였습니다. 희망퇴직을 받는 기업들도...",2,0.0,,
1648,2020-09-10,"GS25, 코로나19로 도래한 뉴노멀 맞춰 한국화훼농협과 손잡고 홈가드닝 용품 ...","GS리테일 운영하는 편의점 GS25가 한국화훼농협과 손잡고 홈가드닝(가정원예, Home gardening) 용품을 출시했다고 이달 10일 밝혔다. 코로나19 장기화 속 새로운 재미를 추구하려는 '집콕족'과 '코로나 블루'로 지친 몸과...",2,1.0,,
1649,2020-09-10,"전통시장·유통업체 ""올 추석특수는 없다""",다만 고가의 명품코너가 많이 포진한 신세계백화점과 현대백화점은 추석 명절과 관계 없이 명품브랜드를 찾는 고정적 고객들이 매출을 올릴 수 있는 여력이 있어 매출 부진은 겪지 않고 있다. 한편 이마트 등 지역...,2,,,
1650,2020-09-10,"경북 농특산물, 안테나숍서 저렴하게 구매하자","경북도가 추석 명절을 앞두고 14~30일까지 17일간 안테나숍 6곳(대백프라자, 신세계백화점 대구점, 이마트 경산·구미·포항·대구월배점)에서 농촌융복합(6차) 산업제품 추석 특판행사를 연다.10일 경북도에 따르면 이번...",2,1.0,,
1651,2020-09-11,"GS더프레시, 판로 막힌 어민 돕는다…전어 15톤 매입",GS리테일 관계자는 “가을 전어는 지금이 아니면 맛볼 수 없는 대표적인 제철 수산물이다.”며 “GS더프레시의 이번 전어 판매 행사가 어민들의 시름을 조금이나마 덜고 소비자들에게는 사회적 거리두기로 인해...,2,1.0,,
1652,2020-09-11,"GS더프레시, '전어 15톤 매입' 어민돕기 나서","김창록 GS리테일 수산팀 구매담당자는 ""가을 전어는 지금이 아니면 맛볼 수 없는 대표적인 제철 수산물""이라며 ""GS더프레시의 이번 전어 판매 행사가 어민들의 시름을 조금이나마 덜고 소비자들에게는 사회적...",2,1.0,,
1653,2020-09-11,"전어 축제 잇단 취소에…GS더프레시, 어민 돕기 나선다",김창록 GS리테일 수산팀 구매담당은 “가을 전어는 지금이 아니면 맛볼 수 없는 대표적인 제철 수산물”이라며 “이번 전어 판매 행사가 어민들의 시름을 조금이나마 덜고 소비자들에게는 접하기 어려워진 제철...,2,1.0,,
1654,2020-09-11,"GS프레시몰, 국가서비스대상 2년 연속 대상 수상...기념 할인 행사 진행",GS프레시몰 국가서비스 2년 연속 대상 기념 할인 행사 [사진=GS리테일] GS리테일이 운영하는 GS프레시몰이 2년 연속 국가서비스대상 신선식품 쇼핑몰 부문 대상을 수상했다. GS리테일은 GS프레시몰이 지난 10일...,2,1.0,,
1655,2020-09-14,지역 우수 제품으로 선물하세요,추석을 앞두고 광주신세계가 오는 29일까지 본격적으로 선물세트 판매 행사에 들어갔다. 특히 이번추석에는... 어려움을 겪고 있는 지역 농어업인을 돕기위해 광주와 전남지역 신선 상품들로 준비했다. &lt;광주신세계 제공&gt;,2,1.0,,
1656,2020-09-14,"곡성군, 백세미 2020년산 첫 수확","전국 신세계백화점 16개소와 온라인 등을 통해 판매되고 있으며, 최근 중국으로 수출 물꼬를 트기도 했다. 소포장이 다양하게 되어 있어 명절 선물 등으로도 인기가 좋다. 올해 첫 수확을 맞아 유 군수는 직접 콤바인에...",2,1.0,,
1657,2020-09-14,"GS리테일, 편의점에 이어 슈퍼마켓에도 사회공헌 점포 선봬","GS더프레시, 14일 경기도 일산에 '내일스토어' 1호점 정식 오픈 GS25는 2017년을 시작으로 9월 중순 기준 내일스토어 50곳 운영 취약계층에 일자리 제공하고 고용과 창업의 선순환 구조 실현해 GS리테일이 저소득 계층의...",2,1.0,,
1658,2020-09-14,"GS더프레시, 사회공헌형 자활 슈퍼마켓 1호점 오픈","뉴스토마토 = 최용민 기자 | ?GS리테일이 저소득 계층의 사회 통합과 상생에 앞장서고 있다. GS리테일이 운영하는 슈퍼마켓 GS THE FRESH(GS더프레시)가 이달 14일, 보건복지부 지정 고양지역자활센터와 손잡고 사회공헌형...",2,1.0,,
1659,2020-09-14,“고양시 특화 새로운 자활사업 성공모델 제시”,고양시는 지난 11일 고양지역자활센터와 GS리테일이 상호 협력을 통해 ‘GS THE FRESH 고양백석점’(이하 GS더프레시) 슈퍼마켓을 개점했다고 밝혔다. ▲ 사진제공=고양시청 고양지역자활센터는 올해 상반기부터 GS리테일과...,2,1.0,,
1660,2020-09-14,고양지역자활센터 GS THE FRESH 슈퍼마켓 개소,고양지역자활센터와 GS리테일이 상호 협력을 통해 고양시 특화 새로운 자활사업 성공모델인 GS THE FRESH 고양백석점(GS더프레시) 슈퍼마켓을 개점했다고 14일 밝혔다. 고양지역자활센터는 올해 상반기부터 GS리테일과...,2,1.0,,
1661,2020-09-14,"GS더프레시, 사회공헌형 자활 슈퍼마켓 1호점 오픈","GS리테일이 저소득 계층의 사회 통합과 상생에 앞장서고 있다. GS리테일이 운영하는 슈퍼마켓 GS THE FRESH(GS더프레시)는 14일, 보건복지부 지정 고양지역자활센터와 손잡고 ‘GS더프레시 내일스토어’ 1호점 고양백석점을...",2,1.0,,
1662,2020-09-15,"GS25, 가맹점 위기 극복을 위한 추가 지원책 발표",GS리테일이 운영하는 편의점 GS25가 코로나19 장기화와 연이은 자연재해로 어려움을 겪는 가맹점을 위한 추가 지원책으로 '힘내라 GS25'를 마련(사진)했다고 이달 15일 밝혔다. 이번에 마련된 추가 지원책 '힘내라 GS25'는...,2,1.0,,
1663,2020-09-15,"GS25, 가맹점에 '페이스실드' 지원",GS리테일(대표 허연수·사진)이 운영하는 편의점 GS25가 코로나19 사태 장기화에 따라 전국 가맹점에 얼굴 가리개(페이스실드) 6만 개를 지원한다고 15일 밝혔다. GS25 관계자는 “마스크를 착용해도 침방울이 얼굴에...,2,1.0,,
1664,2020-09-15,[기자수첩] 비누야 고마워,"최근 [기업&amp;환경] 시리즈를 통해 LG생활건강·아모레퍼시픽·현대백화점·롯데마트·CJ제일제당·동원F&amp;B 등 국내 대형 유통사들이 폐기물을 줄이기 위해 포장재를 친환경 재질로 전환하는 사례를 다뤘지만, 아직 갈 길이...",1,1.0,,
1665,2020-09-15,롯데 임원들 벌써 춥다… 600여명 평가 착수,"앞선 8월 인사도 같은 맥락에서의 신동빈式 쇄신책이었다 ‘40년 롯데맨’ 황각규 롯데지주 부회장은 용퇴를 결심했고, 그의 빈 자리는 이동우 롯데하이마트 사장이 내정됐다. 기존 ‘신동빈-황각규-송용덕’ 지주 3인...",3,1.0,,
1666,2020-09-15,"[OBS 비즈투데이] 이통3사, RCS 기반 기업 메시징 상품 첫 출시 外","GS리테일이 운영하는 편의점 GS25가 코로나19 장기화와 긴 장마로 어려움을 겪는 가맹점을 위해 추가 지원책 '힘내라 GS25'를 마련했습니다. 이번 지원에는 6만 개 규모의 '페이스쉴드' 지원, 가맹 경영주 대상...",2,1.0,,
1667,2020-09-16,"유통기업들, 협력사에 자금 조기집행 잇따라 결정",GS리테일은 16일 가맹경영주와 협력 파트너사에게 총 1300억 원의 정산금과 물품대급을 조기지급키로 했다고 밝혔다. GS가맹경영주 정산금은 오는 28일에 700억 원 규모를 GS리테일 상품 공급 파트너사는 29일가지 600억...,2,1.0,,
1668,2020-09-16,"GS리테일, 가맹점·협력사 결제대금 1300억 조기 지급",GS리테일은 추석을 맞아 GS25가맹경영주와 협력 파트너사에 총 1300억 원 규모의 정산금과 물품대금을 조기 지급한다고 16일 밝혔다. GS리테일은 오는 9월 28일과 29일에 GS25 가맹경영주의 정산금 700억과 GS리테일에...,2,1.0,,
1669,2020-09-16,"GS리테일, 추석 맞아 가맹점과 파트너사 결제대금 1300억원 조기 지급",가맹경영주 정산금 및 파트너사 물품대금 조기 지급 [사진=GS리테일] GS리테일이 추석을 앞두고 가맹점과 파트너사에 결제대금 1300억원을 조기 지급한다. GS리테일은 가맹경영주 추석 준비와 중소 파트너사의 자금...,2,1.0,,
1670,2020-09-16,"GS리테일, GS25가맹주·파트너사 대금 조기 지급",GS리테일은 2020년 추석을 맞아 GS25 가맹경영주와 협력 파트너사에 총 1300억원 규모의 정산금과 물품대금을 조기 지급한다고 16일 밝혔다. GS리테일은 28일과 29일에 GS25 가맹경영주의 정산금 700억원과 GS리테일에...,2,1.0,,
1671,2020-09-16,"[뷰티워치] 아모레퍼시픽, 화장품 공병 활용 '그린사이클' 활동 진행 外","◇ LG생활건강, 업계 최초 동반성장지수 6년 연속 '최우수' 선정 지난해 12월 서울에서 열린 하반기 협력회사 최고경영자 아카데미에서 LG생활건강 임직원과 협력회사 대표들이 상생을 다짐하고 있다. 사진=LG생활건강...",1,1.0,,
1672,2020-09-17,"GS리테일, 추석 앞두고 가맹점과 파트너사에 결제대금 1300억 조기 지급",추석 준비와 중소 파트너사의 자금 유동성 확보위해 당초지급일보다 최대 2주 앞당겨 지급결정 조기 지급 외에도 동반성장과 상생문화 구축 위한 다양한 활동 펼쳐 GS리테일은 2020년 추석을 맞아 GS25 가맹경영주와...,2,1.0,,
1673,2020-09-17,[조완제의 시장 엿보기] 허세홍 대표 등 GS家 4세들이 잇따라 매입한 초저평가...,이밖에도 허연수 GS리테일 부회장의 장남 원홍씨가 8월26일 3100주 등 8월에 1만2150주를 매입했다. GS가(家) 4세의 잇단 주식매입을 갖고 재계 일각에서는 4세의 경영 전면 등장 예고라는 주장도 있지만...,3,,,
1674,2020-09-17,로봇에 드론까지 `무인배송` 시대 성큼,국내에서도 최근 GS리테일이 산업부와 손잡고 드론을 통해 상품을 배송하는 시범 서비스를 업계 최초로 선보여 관심을 모으기도 했다. GS리테일은 이후 LG전자와 함께 오피스 건물 내에서 상품을 자율 배송하는 AI로봇...,2,1.0,,
1675,2020-09-18,"구광모 LG, 6년 연속 최다 '동반성장 최우수 기업' 배출","LG전자, LG디스플레이, LG화학, LG생활건강, LG이노텍, LG유플러스, LG CNS, 더페이스샵 등 LG그룹 산하 8개 계열사가 8일 동반성장위원회가 발표한 '2019년 동반성장지수 평가'에서 최고 등급인 '최우수 기업' 평가를 받았다....",2,1.0,,
1676,2020-09-18,"구광모 회장, ‘상생경영’ 결실…‘동반성장’ 통한 혁신의 힘","18일 재계에 따르면 LG전자와 LG디스플레이, LG화학, LG생활건강, LG이노텍, LG유플러스, LG CNS, 더페이스샵 등 LG구릅 산하 8개 계열사는 ‘동반성장지수 평가’에서 최고 등급인 ‘최우수 기업’ 평가를 받았다. 지난 2012년...",2,1.0,,
1677,2020-09-18,中企제품 늘리는 TV홈쇼핑…코로나19 속 '상생전략' 빛난다,"현대홈쇼핑과 롯데홈쇼핑 매출 역시 전년 동기대비 2.2%, 13.1% 신장했다. 홈쇼핑 업계 한 관계자는 “올해 코로나19 영향으로 중소기업 제품을 더 확대하는 만큼 내년엔 중소기업 편성비율이 늘어날 것으로 전망된다”고...",2,1.0,332.0,
1678,2020-09-18,"집콕' 시대, 진공기술 '눈길'",[사진=GS리테일] GS리테일이 운영하는 밀키트 브랜드 심플리쿡은 진공스킨 포장 방식을 적용한 냉장조리면 2종을 선보였다. 진공스킨 포장이란 폴리에틸렌(PE) 소재 투명필름을 사용해 제품 내용물과 용기에 피부처럼...,2,,,
1679,2020-09-21,[사실은?] 1+1 재포장 금지?… '비닐'만 아니면 묶음 할인된다,"이마트·홈플러스·롯데마트 등 대형마트 3곳, 아모레퍼시픽·LG생활건강 등 제조·수입업체 7곳은 지난 4일 환경부와 자발적 협약을 체결하고 행사기획 등 목적의 과도한 포장을 자제하기로 했다. 이들은 올해 10~12월에...",1,1.0,,
1680,2020-09-21,"LG생건, CNP 사회공헌활동 '피부 건강 캠페인' 진행","LG생활건강의 더마코스메틱 브랜드 CNP 차앤박화장품이 사회공헌활동 '피부 건강 캠페인'을 진행합니다. 'Light up! 빛나라, 자신감'이라는 슬로건 아래 전개될 이번 캠페인은 청소년들의 피부 건강과 자신감 향상을...",2,1.0,,
1681,2020-09-21,"""한우 최대25% 싸게 사세요""","홈플러스, 롯데마트와 롯데슈퍼, SSG닷컴, GS리테일 등이 할인행사에 참여한다. ‘김영란법’ 상 선물 상한액이 20만원으로 상향된만큼 한우 선물에 대한 수요는 높아질 것으로 전망된다. 아울러 코로나19 여파와...",2,1.0,,
1682,2020-09-21,"""추석엔 우리 한우로 따뜻함 나눠요""","이번 행사에는 홈플러스, 롯데마트, 롯데슈퍼, SSG닷컴, GS리테일, 완주한우협동조합, 서원유통, (주)건화, 여수한우협회직영판매장 암소마을식육점 등이 참여했다. 김홍길 전국한우협회장은 ""사회적으로 비대면 소비...",2,1.0,,
1683,2020-09-21,"현대홈쇼핑, 못쓰는 주방용품 재활용한 '친환경 냄비 세트' 선보인다","친환경 캠페인 통해 폐 주방용품 1만5,000여 개 모아 새 상품으로 제작 냄비 2종을 세트로 구성해 총 5,000세트 제작 … 22일 현대H몰 모바일 생방송서 판매 현대홈쇼핑이 수명이 다한 주방용품을 수거해 리사이클링한...",1,1.0,334.0,
1684,2020-09-21,"[유통오늘] 한샘, 2020 F/W 가구 신상품 출시…락앤락, 유리 밀폐용기 기준 높...","현대홈쇼핑은 오는 22일 저녁 8시부터 현대H몰 모바일 전용 생방송 '쇼핑 라이브'에서 '북극곰 냄비 세트'를 선보인다고 21일 밝혔다. ⓒ현대홈쇼핑 현대홈쇼핑, 주방용품 재활용?'친환경 냄비 세트' 선봬 현대홈쇼핑은...",1,1.0,336.0,
1685,2020-09-21,"현대홈쇼핑, 주방용품 재활용해 만든 '친환경 냄비 세트' 선보인다",현대홈쇼핑은 오는 22일 저녁 8시부터 현대H몰 모바일 전용 생방송 '쇼핑 라이브'에서 '북극곰 냄비 세트'를 선보인다고 21일 밝혔다. 이번에 선보이는 '북극곰 냄비 세트'는 현대홈쇼핑이 지난 7월부터 진행한 친환경...,1,1.0,337.0,
1686,2020-09-21,"현대홈쇼핑, 추석 선물세트 ‘라이브 방송’으로 선보인다","21일부터 ‘제주 감동 황금향’, ‘한우 세트’’, ‘샤인머스캣’ 등 추석 명절 인기 상품 20여 종 선봬 현대홈쇼핑이 추석 명절(10월 1일)을 앞두고 온라인과 모바일에서 ‘라이브 방송’을 통해 명절 선물세트를...",1,,338.0,
1687,2020-09-21,"현대홈쇼핑, 못쓰는 주방용품 재활용해 만든 '친환경 냄비 세트' 선봬",▲ 북극곰 냄비세트 ?현대홈쇼핑 현대홈쇼핑이 수명이 다한 주방용품을 수거해 리사이클링한 '친환경 냄비 세트'를 선뵌다. 현대홈쇼핑은 오는 22일 저녁 8시부터 현대H몰 모바일 전용 생방송 '쇼핑 라이브'에서 '북극곰...,1,1.0,339.0,
1688,2020-09-21,홈쇼핑 '라방' 대세..'언택트' 추석 맞이 대규모 출격,"▲ ?현대홈쇼핑, 롯데홈쇼핑 홈쇼핑가(街) '라이브 커머스' 열풍이 거세다. 라이브 커머스란 실시간 동영상 스트리밍으로 상품을 소개하고 판매하는 온라인 채널을 뜻한다. 기존의 TV홈쇼핑과 달리 채팅창을 통해...",1,,333.0,
1689,2020-09-21,"[시경Today-홈쇼핑] GS샵, '온택트 패션쇼' 개최 外","사진= 현대홈쇼핑 현대홈쇼핑, '친환경 냄비 세트' 선봬 현대홈쇼핑이 이달 22일 저녁 8시부터 현대H몰 모바일 전용 생방송 '쇼핑 라이브'에서 '북극곰 냄비 세트'를 선보인다고 21일 밝혔다. 이번에 선보이는 '북극곰...",1,1.0,340.0,
1690,2020-09-21,"현대홈쇼핑, '친환경 냄비 세트' 출시",뉴스토마토 = 최용민 기자 | ?현대홈쇼핑이 수명이 다한 주방용품을 수거해 리사이클링한 '친환경 냄비 세트'를 선보인다. 현대홈쇼핑은 오는 22일 저녁 8시부터 현대H몰 모바일 전용 생방송 '쇼핑 라이브'에서 '북극곰...,1,1.0,335.0,
1691,2020-09-21,"LG생활건강, CNP 사회공헌활동 ‘피부 건강 캠페인’ 전개","▲ CNB저널, CNBJOURNAL, 씨앤비저널, 문화경제 사진 = LG생활건강 LG생활건강(대표: 차석용)의 더마코스메틱 브랜드 CNP 차앤박화장품은 작년에 이어 올해 두 번째로 진행하는 사회공헌활동 ‘피부 건강 캠페인’을 통해...",2,1.0,,
1692,2020-09-22,"GS리테일, 멤버십 기반 유기농 전문몰 ‘달리살다’ 신사업 론칭","GS리테일, 신사업으로 유기농 전문 온라인 몰 달리살다 모바일 앱 17일 론칭 유기농 뿐 아니라, 친환경, 비건 등 관련 상품 1100종 및 해외직구 상품 300종 운영 월 3900원에 전상품 최대 50% 할인, 해외 직구 상품 무료 배송...",1,1.0,,
1693,2020-09-22,"대구신세계, 추석 명절 맞아 소외계층 ‘온누리상품권’ 등 전달","대구신세계는 22일 동구청과 제일기독종합사회복지관, 초록우산 어린이재단 등과 이날 저소득 가정 명절 선물 및 동절기 난방비 후원 전달식을 가졌다. [사진제공 = 신세계 대구백화점] [뉴스투데이/대구...",2,1.0,,
1694,2020-09-22,"방심위, 냉동오리 생오리라며 방송한 공영쇼핑에 주의",사진을 무단으로 사용한 CJ오쇼핑과 콜라겐필름이라는 기능성화장품을 판매하면서 콜라겐 피부 흡수율에 대해 근거 불확실한 표현으로 시청자를 오인케 한 내용을 방송한 현대홈쇼핑에 모두 법정제재 주의가 의결됐다.,2,0.0,341.0,
1695,2020-09-22,"[오늘의 유통] GS리테일, 유기농 전문몰 ‘달리살다’ 론칭 外",GS리테일(007070)이 유기농 전문 온라인몰 ’달리살다’의 오픈베타서비스를 론칭했다고 22일 밝혔다. 달리살다는 ‘오늘부터 달리 살다’라는 콘셉트로 국내외 유기농 상품을 판매하는 모바일 앱 기반의 온라인몰이다....,1,1.0,,
1696,2020-09-22,"GS리테일, 유기농 시장 정조준",GS리테일이 새로운 미래 먹거리 사업으로 유기농 시장을 정조준하고 나섰다. 최근 환경보호 인식이 커지고 건강한 삶을 지향하는 이들이 늘면서 유기농 시장은 빠르게 성장하는 모습이다. G리테일은 유기농 전문...,1,1.0,,
1697,2020-09-22,"GS리테일, 신사업 유기농 전문몰 '달리살다' 론칭",GS리테일이 신사업으로 유기농 전문 온라인몰 '달리살다'를 17일 론칭했다. 달리살다는 '오늘부터 달리 살다'라는 콘셉트로 국내외 유명 유기농 상품을 전문적으로 판매하는 모바일 앱 기반의 온라인몰이다. 취급 상품은...,1,1.0,,
