date,abstract,pre_label,sentiment,score,sent_range,model_keyword,corpus_keyword
2022-04-21,"LG생건, 美 더크렘샵 인수...북미시장 공략 가속도 지분 65%, 한화 약 1,485억원에 인수 발표 미국 MZ세대 타킷 제품, 오프라인도 강화 북미 시장 온오프라인 MZ세대 공략 시너지 [시장경제=최지흥 기자] LG생활건강이 미국 더크렘샵(The Crème Shop, 이하 크렘샵)의 지분 65...",0,2,1.6678457,중립,0,0
2022-04-21,"대기업, 고임금·저고용 심화…인건비 최다 증가는 '삼성'(종합) 이어 삼성전자 7억9000만원, 이마트 7억700만원, CJ제일제당 6억4570만원, 엔씨소프트 6억3261만원, SK하이닉스 6억1477만원, LG생활건강 5억4265만원, SK텔레콤 5억2951만원, 현대자동차 5억2877만원, LG유플러스...",0,0,2.6972835,약한부정,0,0
2022-04-21,"LF 하프클럽·보리보리, 봄 맞이 다양한 제휴 프로모션 선봬 LF 하프클럽 또는 LF 보리보리 사이트와 공식 앱에서 제공되는 링크를 통해 GS리테일 통합 멤버십 앱 '더팝'에 로그인한 고객에게 5천원 할인쿠폰을 100% 증정한다. 해당 쿠폰은 GS더프레시 매장에서 2만원 이상 구매 시...",0,0,2.8726008,보통부정,0,0
2022-04-21,"GS25, 바프쌀로별마늘빵맛·오사쯔리틀넥 PB상품 선봬 GS리테일이 운영하는 편의점 GS25가 대형 제조사들과 손잡고 바프쌀로별마늘빵맛과 오사쯔리틀넥 2종의 봉지 과자를 차별화 상품으로 개발해 선보인다. 바프쌀로별은 GS25에서 판매하는 안주류 상품 중 매출 1위인...",0,0,3.3612044,보통부정,0,0
2022-04-21,"롯데하이마트, MBTI 소재 웹드라마 제작 롯데하이마트는 MZ세대와 소통하기 위해 웹드라마를 제작한다고 21일 밝혔다. 롯데하이마트가 만드는 웹드라마 '제 MBTI는 LOVE입니다만?'은 가상의 중소 IT기업에서 일어나는 다양한 에피소드를 담은 로맨틱 코미디다....",0,0,4.0462165,보통부정,0,0
2022-04-21,"롯데하이마트, 웹드라마로 MZ세대와 소통 나서 롯데하이마트는 웹드라마를 제작해 MZ세대와의 소통에 나선다고 21일 밝혔다. 롯데하이마트는 모바일 애플리케이션(앱) 내 비디오커머스 '하트ON TV'와 공식 유튜브 채널에서 매월 1편, 연내 총 10편의 본편을 선보일...",0,0,4.0462165,보통부정,0,0
2022-04-21,"지구의 날 맞아 지역에서도 밤 8시부터 소등 행사 대전에서는 공공기관 사무실 전등과 엑스포 다리와 같은 지역의 상징물 경관 조명이 오후 8시부터 10분간 소등되고, 갤러리아 타임월드와 대전 신세계 백화점, 공동주택도 함께 소등행사에 참여하게 됩니다....",0,0,4.173428,강한부정,0,0
2022-04-21,"대전시, 22일 지구의날 '10분 소등' 올해는 지역의 대표적인 야간조명 건물들인 갤러리아 타임월드와 대전 신세계백화점이 함께 참여하여 행사의 의미를 더한다. 대전시는 탄소중립 인식제고와 공감대 확산을 위해 기후변화주간(4. 22.~4. 28.) 동안 저탄소...",0,0,2.648233,보통부정,0,0
2022-04-21,"니코보코 'MUH/디알플러스더마', 2022 대한민국 혁신대상(Innovation Award) ... 프리미엄 남성화장품 브랜드 엠유에이치(MUH)는 남성 화장품 브랜드로서는 유일하게 신세계, 롯데 등 유명 백화점, 면세점, H&amp;B스토어, 대형 뷰티 편집샵 등 대부분의 유통 채널에 입점돼 있으며 탈모케어샴푸인...",0,1,2.1691642,약한긍정,0,0
2022-04-21,"박태완 울산 중구청장, 재선 도전… ""혁신 중구 완성"" 신세계 개발계획과 관련해선 ""22일 실무회의차 신세계를 방문해 상업시설 확대에 대한 중구민들의 요구를 최대한 이끌어 낼 수 있도록 하겠다""며 ""그동안 중구는 8년동안 약속을 지키지 않은 신세계에 강력한 경고와 함께...",0,0,3.6263478,강한부정,0,0
2022-04-21,"롯데하이마트, 웹드라마 제작해 MZ세대 공감대 이끈다 롯데하이마트가 웹드라마 제작에 나선다. 롯데하이마트는 영상 콘텐츠에 익숙한 MZ세대(1980년대~2000년대 출생 세대)와 소통하기 위해 웹드라마를 기획한다. 모바일 앱 내 비디오커머스 ‘하트ON TV’와 공식 유튜브...",0,0,3.4082816,보통부정,0,0
2022-04-21,"리오프닝 후 해외여행 어디로?...국적기로 안전하게 사이판으로 떠나볼까!  한편, 롯데관광개발은 오는 24일 현대홈쇼핑을 통해 오후 9시35분부터 북유럽 3개국(노르웨이, 핀란드, 스웨덴) 8일 패키지도 판매한다. 북유럽 직항편인 핀에어를 이용하게 되며 가격은 379만원(유류할증료 포함)...",0,0,4.0785065,강한부정,0,0
2022-04-21,"뷰티 MCN '디밀', 지난해 최대 매출 기록 2020년 아모레, 현대홈쇼핑과 150억 투자 지난해 매출 173억원 달성... 3년간 600% 성장 버티컬 커머스 플랫폼과 PB브랜드 성공 덕 뷰티 시장의 디지털 전환 선도 기업 목표 [시장경제=최지흥 기자] 2020년...",0,0,4.0462165,강한부정,0,0
2022-04-21,"조선시대엔 어떤 이색 직업들이 있었을까 7월 5일에는 연세대학교 허경진 명예교수 '대륙과 바다를 넘나들며 신세계를 꿈꾼 역관', 12일 국립해양박물관 이정은 학예사의 '조선의 화원'이 마련될 예정이다. 운영시간은 매주 화요일 오후 2시~4시 30분이다....",0,0,2.4390297,보통부정,0,0
2022-04-21,TV 밖으로 나오는 홈쇼핑…라이브·콘텐츠 커머스 강화 현대홈쇼핑(057050)은 2018년부터 라이브커머스 전문 쇼 호스트를 육성하며 발 빠르게 플랫폼 변화에 대응해 왔다. 선제 투자 덕에 지난해 9월 기준 라이브커머스 ‘쇼(Show)핑 라이브’의 연간 취급고는 1000억 원을...,0,0,4.0462165,강한부정,0,0
2022-04-21,스타벅스 선불금 유효기간…결국 폐지 5년 이내 사용 않으면 업체 귀속 작년 국정감사에서도 논란 빚어 신세계그룹이 스타벅스코리아의... 신세계그룹은 21일 “SSG닷컴과 함께 선불식 충전 카드인 스타벅스 카드 유효기간을 폐지하는 약관 변경을 통해...,0,0,2.8221214,보통부정,0,0
2022-04-21,"롯데관광개발, 홈앤쇼핑 통해 사이판 패키지 판매 한편, 롯데관광개발은 오는 24일 현대홈쇼핑을 통해 오후 9시35분부터 북유럽 3개국(노르웨이, 핀란드, 스웨덴) 8일 패키지도 판매한다. 북유럽 직항편인 핀에어를 이용하게 되며 가격은 379만원(유류할증료 포함)부터다.",0,1,1.9312532,중립,0,0
2022-04-21,"롯데관광개발, 홈앤쇼핑 통해 사이판 패키지 판매 한편, 롯데관광개발은 오는 24일 현대홈쇼핑을 통해 오후 9시35분부터 북유럽 3개국(노르웨이, 핀란드, 스웨덴) 8일 패키지도 판매한다. 북유럽 직항편인 핀에어를 이용하게 되며 가격은 379만원(유류할증료 포함)부터다.",0,0,3.3353972,강한부정,0,0
2022-04-21,"이커머스, 홈쇼핑 곳곳에... 4월 화장품 프로모션 눈길 마켓컬리 입점 지베르니, 4월 특가 이벤트 지그재그 입성 스킨1004, 최대 50% 할인 VT '조권 쿠션', 신세계... 쿠션'을 신세계 홈쇼핑에 특별 구성으로 5월 1일 론칭한다고 밝혔다. 일명 '조건 쿠션'으로 불리는 이 제품은...",0,0,3.4412942,강한부정,0,0
2022-04-21,"김해시, 김해문화도시센터가 걸어온 1년 그리고 나아갈 1년 그중 역사적인 손기술 ‘리빙테크’ 프로젝트는 총 8개의 프로젝트를 통해 김해를 상징하는 도자·철을 활용, 일상에서 사용할 수 있는 작품을 제작하였고, 김해 신세계 백화점에서 결과물을 전시하여 문화도시사업을...",0,0,3.4750957,강한부정,0,0
2022-04-21,"명품에 익숙한 MZ세대, 내 아이에게도 ‘플렉스’ 신세계백화점은 프리미엄 수입 아동 관련 매출이 코로나19 팬데믹 발생 이전(2019년)에 비해 49.8%, 수입 아동... 신세계백화점은 기존 수입 아동 매장을 확대하고 몽클레르앙팡, 버버리칠드런, 펜디키즈, 베이비디올...",0,0,3.118015,강한부정,0,0
2022-04-21,"[생활경제뉴스] 농심, 금돼지식당 돼지김치찌개면 출시 外 하프클럽 또는 보리보리 사이트와 공식 앱에서 제공되는 링크를 통해 GS리테일 통합 멤버십 앱 '더팝'에 로그인한 고객에게 5000원 할인쿠폰을 100% 증정한다. 해당 쿠폰은 GS더프레시 매장에서 2만 원 이상 구매 시 사용할...",1,0,3.644483,보통부정,신세계그룹 조선호텔앤리조트,대표이사
2022-04-21,"롯데관광개발, 홈앤쇼핑 통해 사이판 패키지 판매 및 티웨이항공 등 국적기를 이용(인천 오전 출발 및 사이판 오후 출발 일정)한다. 한편, 롯데관광개발은 오는 24일 현대홈쇼핑을 통해 오후 9시35분부터 북유럽 3개국(노르웨이, 핀란드, 스웨덴) 8일 패키지도 판매한다.",0,2,1.6678457,중립,0,0
2022-04-21,"롯데관광개발, 홈앤쇼핑서 사이판 패키지 판매 롯데관광개발은 오는 24일 현대홈쇼핑을 통해 오후 9시 35분부터 북유럽 3개국(노르웨이, 핀란드, 스웨덴) 8일 패키지도 판매한다. 북유럽 직항편인 핀에어를 이용하게 되며 가격은 379만원(유류할증료 포함)부터다....",0,0,3.3353972,강한부정,0,0
2022-04-21,"""청소년들 꿈 이루는데 도움 되길"" 대구 신세계가 지난 20일 '제6회 지역인재 희망장학금 전달식'을 열었다. /대구 신세계 제공 현지법인 대구 신세계가 지난 20일 '제6회 지역인재 희망장학금 전달식'을 열고 1억3천만원 장학금과 환경보호의 의미를 담은...",1,0,3.356295,강한부정,김승준 김주엽, 
2022-04-21,"뷰티 MCN 디밀, 작년 매출 173억원…콘텐츠 커머스 강화 디밀은 지난 2020년 현대홈쇼핑과 아모레퍼시픽그룹으로부터 150억원 규모의 시리즈A 투자를 유치했다. 현대홈쇼핑과는 PB 공동개발과 라이브 방송 협업을 진행 중이다. 아모레퍼시픽그룹도 자사 뷰티 브랜드에 디밀...",0,0,4.0462165,강한부정,0,0
2022-04-21,"롯데하이마트, 웹드라마 제작...MZ세대 소통 확대 롯데하이마트가 웹드라마 제 MBTI는 LOVE입니다만?'을 제작한다.(사진제공/롯데하이마트) 롯데하이마트가 영상 콘텐츠에 익숙한 MZ세대와 공감하기 위해 웹드라마 제작에 나선다고 21일 밝혔다 롯데하이마트는 영상...",0,0,4.0462165,보통부정,0,0
2022-04-22,"나무기술, 에스케이팩 인수...스마트 팩토리 사업 확대 주요 고객은 CJ제일제당, 롯데, 빙그레, 오뚜기, JW생명과학, 코오롱제약, LG생활건강, GS칼텍스 등 대기업을 포함하여 식품, 제약, 화학, 화장품, 생활용품 기업이다. 에스케이팩 창업주인 안웅권 대표는 회사의 글로벌...",0,0,3.356295,보통부정,0,0
2022-04-22,김유정이 직접 노래 부른 토레타 광고 선보여 LG생활건강의 자회사 코카-콜라 음료를 통해 편의점과 슈퍼마켓 등에서 만나볼 수 있다. 코카-콜라사 관계자는 “야외 활동을 즐기기 좋은 봄?여름 시즌을 맞아 일상 속 수분을 보충해야 하는 ‘토레타!’가 필요한 순간을...,0,0,2.6811395,약한부정,0,0
2022-04-22,"나무기술, 충진·포장자동화 전문 기업 '에스케이팩' 인수 주요 고객은 CJ제일제당, 롯데, 빙그레, 오뚜기, JW생명과학, 코오롱제약, LG생활건강, GS칼텍스 등 대기업을 포함한 식품, 제약, 화학, 화장품, 생활용품 기업이다. 에스케이팩 창업주인 안웅권 대표는 회사의 글로벌 성장...",0,0,2.6811395,약한부정,0,0
2022-04-22,"나무기술, 충진 및 포장자동화 전문기업 에스케이팩 인수 주요 고객은 CJ제일제당, 롯데, 빙그레, 오뚜기, JW생명과학, 코오롱제약, LG생활건강, GS칼텍스 등 대기업을 포함하여 식품, 제약, 화학, 화장품, 생활용품 기업이다. 에스케이팩 창업주인 안웅권 대표는 회사의 글로벌...",0,0,2.6811395,약한부정,0,0
2022-04-22,"현대홈쇼핑, 재해·수급불균형 피해 농가 농산물 판매 분기별 방송 선봬 ▲현대홈쇼핑와 농협경제지주와 '재해 및 수급불균형 농산물 피해 지원을 위한 상생 업무협약(MOU)' 체결/현대홈쇼핑 제공  현대홈쇼핑은 농협경제지주와 '재해 및 수급불균형 농산물 피해 지원을 위한 상생 업무협약(MOU)...",0,0,2.487273,약한부정,0,0
2022-04-22,"나무기술, 포장자동화 기업 '에스케이팩' 인수…""스마트팩토리 사업 확대"" 주요 고객은 CJ제일제당, 롯데, 빙그레, 오뚜기, JW생명과학, 코오롱제약, LG생활건강, GS칼텍스 등 대기업을 포함해 식품, 제약, 화학, 화장품, 생활용품 기업이다. 에스케이팩은 나무기술의 소프트웨어 역량을 접목시켜...",0,0,2.6811395,약한부정,0,0
2022-04-22,"나무기술, 에스케이팩 인수…스마트 팩토리 사업 확대 주요 고객은 CJ제일제당, 롯데, 빙그레, 오뚜기, JW생명과학, 코오롱제약, LG생활건강, GS칼텍스 등 대기업을 포함하여 식품, 제약, 화학, 화장품, 생활용품 기업이다. 에스케이팩 창업주인 안웅권 대표는 회사의 글로벌 성장...",0,0,2.6811395,약한부정,0,0
2022-04-22,"농협경제지주, 현대홈쇼핑과 농가지원 위한 업무협약 체결 농협경제지주는 농산물 판매 확대와 농가지원을 위해 현대홈쇼핑과 손을 잡았다. 농협경제지주는 우성태 대표이사가 지난 21일 현대홈쇼핑 본사를 방문해 현대홈쇼핑과 업무협약을 체결하고 공동협력하기로 했다고...",0,0,1.724694,중립,0,0
2022-04-22,"[브리핑] GS리테일·세븐일레븐·이마트24·코웨이 포쓰저널 신동혁 기자 22일 서울 강남구 GS타워에서 GS리테일 김원식 전무(왼쪽), 환경재단 이미경 대표가 기념촬영을 하고 있다. /사진=GS리테일 ◆ GS리테일, '에코크리에이터' 지원 사업에 4억원 전달 GS리테일은 영상...",1,1,2.0506375,중립,주요기사 신세계그룹, 
2022-04-22,"농협경제지주, 현대홈쇼핑과 농가지원 관련 업무협약 체결 농협 경제지주는 지난 21일 현대홈쇼핑 본사에서 농산물 판매 확대와 농가 지원을 위해 현대홈쇼핑과 업무협약을 맺고 공동협력키로 했다고 22일 밝혔다. 이번 협약을 통해 농협경제지주는 재해, 수급불균형 등으로 판로...",0,1,2.0506375,중립,0,0
2022-04-22,"[편집장 레터] “오늘 점심, 건강하게 드셨습니까?” 콘퍼런스의 대미를 장식한 마지막 연사 송현석 신세계푸드 대표는 이런 인사말로 강연을 시작해 귀를 쫑긋하게 만들었죠. 우리가 먹는 음식 중 많은 것이 오히려 우리 건강을 해치는 요인이 되고 있다는 안타까움을 표한...",1,1,2.0506375,중립,팬오션 우리금융지주, 
2022-04-22,"[기자수첩] 노브랜드피자, 태연한 붉은 색이 괜히 얄밉다 지난 달 초, 은마아파트 사거리에 신세계 노브랜드피자가 출점하자마자 진통을 겪었다. 간판 등 매장에... 이마트, 노브랜드, 스타벅스 등으로 신세계는 꾸준히 골목상권 침해 논란에서 자유롭지 않았다. 피자로까지...",1,0,3.5844693,강한부정,김승준 김주엽, 
2022-04-22,"[카드뉴스] 경기 여주시 주요뉴스 (4월 22일) 여주시는 노동권익 서포터즈 지원을 위하여 20일 경기도 북부청사에서 경기도, 고용노동부 경기지청, 고양·부천 등 11개 시군, GS리테일, 롯데GRS, BGF리테일, 코리아세븐, 이마트24 등 프랜차이즈 5개사와 '노동권익 서포터즈...",1,1,2.0506375,중립,신세계면세점 이마트, 
2022-04-22,"여주시, '노동권익 서포터즈 활동지원 업무협약' 체결 여주시 '노동권익 서포터즈 활동지원 업무협약식' (사진=여주시청) 여주시는 노동권익 서포터즈 지원을 위해 20일 경기도 북부청사에서 경기도, 고용노동부 경기지청, 고양·부천 등 11개 시군, GS리테일, 롯데GRS, BGF리테일...",2,2,1.8829994,중립,신세계면세점 이마트, 
2022-04-22,"GS리테일, ‘에코크리에이터’ 위해 기부금 4억원 전달 왼쪽부터 김원식 GS리테일 전무, 이미경 환경재단 대표. 사진=GS리테일 GS리테일은 지구의 날(22일)을 맞이해 서울 강남구 GS타워에서 GS리테일 김원식 전무, 환경재단 이미경 대표 등 관계자들이 참석한 가운데...",0,1,2.0506375,중립,0,0
2022-04-22,"GS리테일, 환경재단에 '에코크리에이터' 지원 사업 기부금 4억원 전달 에코크리에이터, 청소년·전문가 부문 6월 24일까지 서류 마감 GS리테일은 영상 제작을 통해 환경 문제를 알리는 '에코크리에이터' 지원 사업을 위해 환경재단에 기부금 4억원을 전달했다고 22일 밝혔다. GS리테일은...",0,0,3.644483,보통부정,0,0
2022-04-22,"환경재단-GS리테일, '에코크리에이터'에 4억 원 쾌척 사진=환경재단 제공  환경재단(이사장 최열)은 22일 지구의 날을 맞아 서울 강남구 GS타워에서 GS리테일 김원식 전무, 환경재단 이미경 대표 등 관계자들이 참석한 가운데 '에코크리에이터' 기금 전달식을 갖고 청소년...",0,0,2.8171458,보통부정,0,0
2022-04-22,"ESG 힘주던 기업들, '지구의 날' 너도나도 ""그린 경영 실천"" 강조 이외에도 유통 업계에서는 GS리테일이 이날 영상 제작을 통해 환경 문제를 알리는 '에코크리에이터' 지원 사업을 위해 환경재단에 기부금 4억 원을 전달했다. CJ제일제당은 고객이 직접 돌려보낸 햇반 용기를 활용해...",0,0,2.8221214,보통부정,0,0
2022-04-22,"로지·래아·유아 계보 이을까...남성 버추얼 휴먼 '질주' 탄생에 눈길 로지는 신한라이프 광고 외에도 KGC인삼공사 모델, GS리테일 전속 모델, 자동차, 골프, 패션 쇼핑몰까지 광고모델을 하며 인기를 누리고 있다. 래아는 LG전자가 AI 기술을 활용해 구현한 가상 인플루언서다. 2021년 'CES 2021...",0,0,3.644483,보통부정,0,0
2022-04-22,"지구의날 동참하려면? 쓰레기 없는 쇼핑, 서울시 ‘제로마켓’ 아시나요 서울시는 친환경 소비문화 확산을 위해 지난해 12월부터 홈플러스, NC백화점, GS리테일 등과 협력해 ‘제로마켓’을 시범 운영하고 있다. 이 상점에서는 일회용 포장재를 사용하지 않고, 리필스테이션에서 세제나 화장품...",0,0,2.7730517,보통부정,0,0
2022-04-22,"[지구의 날 특집] 환경지킴 나선 기업들, 친환경 소재 사용하고 쓰레기 줄이고 ⓒGS리테일 GS리테일, 환경보호 영상 만드는 '에코크리에이터' 위해 기부금 4억 전달 GS리테일은 영상 제작을 통해 환경 문제를 알리는 '에코크리에이터' 지원 사업을 위해 (재)환경재단에 기부금 4억원을 전달했다....",1,0,3.183092,보통부정,안현범 박민규, 
2022-04-22,"현대홈쇼핑, 농협과 재해·수급불균형 농산물 피해 농가 지원 협력 현대홈쇼핑이 농협경제지주와 서울 강동구 현대홈쇼핑 사옥에서 '재해 및 수급불균형 농산물 피해 지원을 위한 상생 업무협약(MOU)'을 체결했다고 22일 밝혔다. 이번 협약에 따라 현대홈쇼핑은 TV홈쇼핑·라이브커머스 등...",0,0,2.9232354,보통부정,0,0
2022-04-22,"현대홈쇼핑, 농협경제지주와 재해·수급피해 농가 지원 임대규 현대홈쇼핑 사장(왼쪽)과 우성태 농협경제지주 대표이사가 지난  21일 오후 서울 강동구 천호동 소재 현대홈쇼핑 사옥에서  MOU체결 후 기념촬영을 하고 있는 모습 (사진=현대홈쇼핑) 현대홈쇼핑은...",0,0,2.9232354,보통부정,0,0
2022-04-22,"현대홈쇼핑, 재해 및 수급불균형 농가 지원 MOU 체결 현대홈쇼핑은 농협경제지주와 '재해 및 수급불균형 농산물 피해 지원을 위한 상생 업무협약(MOU)'을 체결했다. 현대홈쇼핑은 농협경제지주와 서울 강동구 현대홈쇼핑 사옥에서 '재해 및 수급불균형 농산물 피해 지원을...",0,0,1.6425312,중립,0,0
2022-04-22,"짐월드, 어린이날 맞아 '맥포머스' 등 풍성한 할인 프로모션 진행 또한 CJ홈쇼핑과 현대홈쇼핑에서는 맥포머스의 최신상 디럭스 제품인 '판타지 어드벤처'를 다양한 혜택과 함께 만나볼 수 있으며 어린이날 시즌을 맞이해 집중 방송을 진행한다. 이 밖에도 어린이날 시즌을 맞아...",0,0,2.9232354,보통부정,0,0
2022-04-22,유통家 상생경영…현대홈쇼핑·bhc치킨 현대홈쇼핑은 제주도와 손을 잡고 제주도와 손잡고 농가의 농산물 판로 확대에 나서기로 했다. bhc치킨은 가맹점주들의 안정적인 수익창출이 본사와 동반 성장하는 상생의 길이라고 보고 올해도 가맹점 지원에 총력을...,0,0,2.9232354,보통부정,0,0
2022-04-22,"호캉스냐 서핑이냐, 여름휴가 준비나선 호텔가 이런 가운데 제주 드림타워 복합리조트가 현대홈쇼핑을 통해 '객실 패키지'를 선보이고 컴퍼니합에서는 서핑족을 위한 '한화 브리드호텔 양양 패키지'를 출시해 눈길을 끌고 있다. 사진=롯데관광개발 롯데관광개발이...",0,0,2.6670952,보통부정,0,0
2022-04-22,"롯데하이마트 '충주연수점', 그랜드 오픈 기념 세일 행사 진행 롯데하이마트 충주연수점이 오는 5월 5일, 그랜드 오픈과 함께 대대적인 가전제품 세일 행사를 진행한다고 22일 밝혔다. 사진=롯데하이마트 충주연수점  롯데하이마트 충주연수점이 오는 5월 5일, 그랜드 오픈과 함께...",0,0,4.0462165,보통부정,0,0
2022-04-22,"게이즈, 아이폰13프로 호환 가능한 '게이즈카 맥세이프 V2차량용 무선충전 거... 게이즈카 맥세이프 V2 차량용 무선충전 거치대는 스마트 라이프 스타일 셀렉트샵, 게이즈샵(GAZESHOP)온라인몰과신세계강남점, 현대백화점 판교점, 갤러리아 명품관 등 전국 9개 오프라인 매장에서 구매할 수 있다.",0,0,0.9100601,중립,0,0
2022-04-22,"올리브영 다음 경쟁자는 이커머스·온라인몰…옴니채널 새 전략 구사 뿐만 아니라 롯데쇼핑의 온라인몰인 롯데온은 뷰티 전문관 '온앤더뷰티'를 신설할 계획이며, SSG닷컴 신세계백화점몰은 연내 화장품 등 신규 브랜드를 유치할 예정이다. CJ올리브영이 이전에 랄라블라, 롭스 등 경쟁...",0,0,2.0902543,약한부정,0,0
2022-04-22,"떠나는 케이타 ""내 선택 후회…2년 뒤에 만나요"" &lt;기자&gt; 케이타는 지난 두 시즌 동안 한국 코트에 신세계를 보여줬습니다. 엄청난 탄력과 힘으로 한 시즌 최다 득점 신기록을 세웠고, 톡톡 튀는 세리머니로 팬들의 사랑을 듬뿍 받았습니다. 우승을 앞둔 마지막 경기에서...",0,1,2.0506375,중립,0,0
2022-04-22,"신세계백화점 센텀점, '베이비디올' 두 번째 매장 오픈 신세계백화점 센텀점 베이비디올 매장 오픈. 신세계백화점 센텀점에 베이비디올 두 번째 매장이 지난 15일 오픈했다. 신세계백화점은 강남점에 지난 15일 국내 최초로 오픈했다. 이번 센텀점은 신세계 강남점에 이은 두...",0,1,2.0506375,중립,0,0
2022-04-22,"패스커, 패션 메타버스몰로 디지털 패션 선도 패스커는 디올 외에도 펜디, 발렌시아가, 에스티로더, 토즈, 한섬, 신세계인터내셔날, 삼성물산, LF 등 다수의 국내외 브랜드와 협업 관계를 맺어왔다. 스타일테크 3D 콘텐츠 기술과 패션 SNS(커뮤니케이션) 기술을...",0,0,2.0988376,약한부정,0,0
2022-04-22,"신세계푸드, 70만 유튜버와 ‘올반 옛날통닭’ 라방 실시 신세계푸드(031440)가 70만 구독자를 보유한 운동 유튜버 ‘지기’와 함께 헬시 플레저 콘셉트의 ‘올반 옛날통닭’ 라이브 방송을 진행하며 소비자 공략에 나선다. ▲신세계푸드, 오는 26일 지기TV와 올반 옛날통닭 라이브...",0,0,2.0988376,약한부정,0,0
2022-04-22,롯데하이마트 연중 최대 혜택… 에어컨·냉장고 ‘온라인 최저가’ 가전 양판업체 선두업체인 롯데하이마트가 리오프닝(경제활동 재개)과 5월 가정의 달을 앞두고 공격적인 온·오프라인 마케팅의 포문을 열었다. 롯데하이마트는 창립 22주년을 맞아 오는 30일까지 전국 420여 개 매장에서...,0,0,4.0462165,보통부정,0,0
2022-04-22,"롯데손보, 모바일 전용 미니암보험 출시 이번 미니암보험에 앞서 선물이 가능한 어린이 보험 '렛기프트(let:gift) 키즈보험'과 해외 직구 전자제품까지 가입 범위를 넓힌 '렛세이프(let:safe) 제품보증연장보험', 쿠팡·롯데하이마트 EW(보증기간연장형) 보험인...",0,0,4.0462165,보통부정,0,0
2022-04-22,"가전양판점, 온라인 강화·체험형 매장 확대로 돌파구 찾을까   롯데하이마트와 전자랜드 등 가전양판점이 생존을 위한 돌파구 마련에 분주하다. 지난해 온·오프라인 채널 간 경쟁이 심화되며 나란히 실적 부진을 면치 못했기 때문이다. 이에 양사는 온라인 카테고리를 확대하고...",0,0,3.448973,보통부정,0,0
2022-04-22,"롯데손해보험, 모바일로 가입하는 ‘렛:클릭 미니암보험’ 출시 앞서 선물이 가능한 어린이 보험인 ‘렛:기프트(let:gift) 키즈보험’과 해외 직구 전자제품까지 가입범위를 넓힌 ‘렛:세이프(let:safe) 제품보증연장보험’, 쿠팡·롯데하이마트 EW보험인 ‘안심케어’ 등을 출시한 바...",0,0,4.0462165,보통부정,0,0
2022-04-22,"롯데손보, 'let:click 미니암보험' 출시…""암보험도 간편하게"" 앞서 선물이 가능한 어린이 보험인 'let:gift 키즈보험'과 해외 직구 전자제품까지 가입범위를 넓힌 'let:safe 제품보증연장보험', 쿠팡·롯데하이마트 EW보험인 '안심케어' 등을 출시한 바 있다. 롯데손해보험...",0,1,2.0506375,중립,0,0
2022-04-22,"롯데손보, let:click 미니암보험 출시 앞서 선물이 가능한 어린이 보험인 'let:gift 키즈보험'과 해외 직구 전자제품까지 가입범위를 넓힌 'let:safe 제품보증연장보험', 쿠팡·롯데하이마트 EW보험인 '안심케어' 등을 출시한 바 있다. 롯데손보 관계자는 ""let...",0,1,1.9801323,중립,0,0
2022-04-22,"롯데손보, let:click 미니 암보험 출시 앞서 선물이 가능한 어린이 보험인 ‘let:gift 키즈보험’과 해외 직구 전자제품까지 가입범위를 넓힌 ‘let:safe 제품보증연장보험’, 쿠팡·롯데하이마트 EW보험인 ‘안심케어’ 등을 출시한 바 있다. 롯데손해보험...",0,0,4.0462165,보통부정,0,0
2022-04-22,"공주보호관찰소, 보호관찰청소년들과 1대 1 특별체험프로그램 운영 대전 신세계 Art &amp; Science에서 진행된 특별 체험프로그램은 ‘스포츠몬스터’와 ‘디아트 스페이스 193’으로 익사이팅 등 다양한 스포츠 체험과 아트 전망대에서 관람하는 설치 미술 등으로 구성됐다. 프로그램에...",0,0,1.6947811,중립,0,0
2022-04-25,"롯데하이마트 가자고? 나랑 결혼하자는 얘기? 혼수 쇼핑의 성지로 꼽히던 롯데하이마트(대표 황영근)가 ‘신혼부부를 위한 맞춤형 쇼핑몰’로 완벽하게 진화했다. 가전 외에 가구, 운동기구, 생활용품까지 다양한 혼수 제품을 한 번에 쇼핑할 수 있다. 특히 코로나19...",0,0,4.0462165,보통부정,0,0
2022-04-25,"[브리핑] 이마트·GS25·세븐일레븐 GS리테일 관계자는 ""카탈로그 상품은 선물을 하고 싶지만 선택에 어려움이 있는 고객을 위해 최상의 선택이 될 수 있는 상품을 엄선해 준비했다""며 ""추가로 제공하는 통신사 제휴, 멤버십 적립 혜택은 고객에게 더욱...",1,0,3.7746384,강한부정,안현범 박민규, 
2022-04-25,"신세계, 혁신도시 내 상업부지 개발 진행 CM사 선정 최근 ㈜신세계와 만난 자리에서 건설과 관련해 사업진행관리를 맡을 CM(Construction Management·건설사업관)사 선정을 완료했다는 사실을 확인했다고 밝혔다. 25일 중구와 신세계 등에 따르면 지난 22일 중구...",0,0,4.173428,강한부정,0,0
2022-04-25,"LG생활건강 ""연구개발부터 고객 사용까지 클린뷰티 관리"" LG생활건강 클린뷰티인사이드 심볼 LG생활건강이 화장품 연구개발 단계부터 고객의 최종 사용 단계까지 ESG 경영 방침을 적극 반영한 '클린뷰티 인사이드' 시스템을 시행키로 했다고 25일 밝혔다. 클린뷰티는 파라벤...",0,1,2.0506375,중립,0,0
